Groesse;Wert
Lauf.ID_Projekt;1008
Sim.Restwaerme;1.62223112
Sim.Reststrom;10329.9566
Sim.bSimulationWP;True
Sim.bSimulationKessel;True
Sim.bSimulationSolarthermie;False
Sim.bSimulationBHKW;False
Sim.bSimulationPV;False
Sim.bSimulationSSP;False
Sim.PufferWP_vorhanden;True
Puffer.Q_max;6.96
Puffer.Ladung_gesamt;30548.5483
Puffer.Entladung_gesamt;30040.7916
Puffer.Verluste_gesamt;501.227804
Puffer.SOC_Mittel;4.49404838
Puffer.SOC_Max;6.528875
Puffer.Vollzyklen;4389.15924
Sim.Speicher_Anzahl;1
Geb[0].ID_Gebaeude;10576
Geb[0].Modell;VDI6007
Geb[0].JahresheizwaermeMwh;89.1684721
Geb[0].SpitzeKw;63.0676894
Geb[0].SpitzeTagesmittelKw;36.0749811
Geb[0].Spitze95Kw;32.6303702
Geb[0].KuehlenergieMwh;2.49724844
Geb[0].StundenMitKuehlbedarf;399
Geb[0].MittlereRaumtemperaturHeizzeit;20.6943023
Geb[0].Ueberhitzungsstunden;295
Geb[1].ID_Gebaeude;10577
Geb[1].Modell;VDI6007
Geb[1].JahresheizwaermeMwh;15.0336926
Geb[1].SpitzeKw;9.62416049
Geb[1].SpitzeTagesmittelKw;6.11973865
Geb[1].Spitze95Kw;4.91639817
Geb[1].KuehlenergieMwh;0.582728214
Geb[1].StundenMitKuehlbedarf;614
Geb[1].MittlereRaumtemperaturHeizzeit;20.7756809
Geb[1].Ueberhitzungsstunden;469
Em.Kessel.Co2T;7.31455339
Em.Kessel.So2Kg;0.00914319174
Em.Kessel.NoxKg;3.35250364
Em.Kessel.CoKg;0
Em.Kessel.StaubKg;0.0152386529
Ergebnis.ID_Projekt;1008
Ergebnis.Bezeichner;Simulation Heinestr 15
Ergebnis.ID_Klimaregion;1008001
Ergebnis.Sim_Energiebedarf;True
Ergebnis.Sim_Waermepumpe;True
Ergebnis.Sim_Heizkessel;True
Ergebnis.Sim_Solarthermie;False
Ergebnis.Sim_BHKW;False
Ergebnis.Sim_PV;False
Ergebnis.Sim_Stromspeicher;False
Energiebedarf.Waermebedarf_Gesamt;104.2
Energiebedarf.Waermelast_Max;72.69
Energiebedarf.Strombedarf_Gesamt;10310.17
Energiebedarf.Strombedarf_Max;4178.2
Energiebedarf.Waermerestbedarf;1.62
Energiebedarf.Stromrestbedarf;10329.96
Energiebedarf.Waermebedarf_Heizung;104.2
Energiebedarf.Waermebedarf_Brauchwasser;0
Energiebedarf.Waermebedarf_Prozess;0
Waermepumpe.Waermebedarf;104.2
Waermepumpe.Restwaermebedarf;22.23
Waermepumpe.Waermeproduktion_WP;82.48
Waermepumpe.Stromverbrauch_WP;19.78
Waermepumpe.Stromverbrauch_Heizstab;0
Waermepumpe.Kapazitaet_Pufferspeicher;6.96
