Groesse;Wert
Lauf.ID_Projekt;1007
Sim.Restwaerme;6.13131431
Sim.Reststrom;50.5386766
Sim.bSimulationWP;True
Sim.bSimulationKessel;False
Sim.bSimulationSolarthermie;True
Sim.bSimulationBHKW;False
Sim.bSimulationPV;True
Sim.bSimulationSSP;True
Sim.PufferWP_vorhanden;False
Sim.Speicher_Anzahl;0
Ergebnis.ID_Projekt;1007
Ergebnis.Bezeichner;Simulation Laurentiuskirche
Ergebnis.ID_Klimaregion;1007001
Ergebnis.Sim_Energiebedarf;True
Ergebnis.Sim_Waermepumpe;True
Ergebnis.Sim_Heizkessel;False
Ergebnis.Sim_Solarthermie;True
Ergebnis.Sim_BHKW;False
Ergebnis.Sim_PV;True
Ergebnis.Sim_Stromspeicher;True
Energiebedarf.Waermebedarf_Gesamt;57.13
Energiebedarf.Waermelast_Max;36.41
Energiebedarf.Strombedarf_Gesamt;24
Energiebedarf.Strombedarf_Max;6.62
Energiebedarf.Waermerestbedarf;6.13
Energiebedarf.Stromrestbedarf;50.54
Energiebedarf.Waermebedarf_Heizung;53.07
Energiebedarf.Waermebedarf_Brauchwasser;4.06
Energiebedarf.Waermebedarf_Prozess;0
Waermepumpe.Waermebedarf;57.13
Waermepumpe.Restwaermebedarf;6.13
Waermepumpe.Waermeproduktion_WP;24.37
Waermepumpe.Stromverbrauch_WP;5.57
Waermepumpe.Stromverbrauch_Heizstab;26.63
Waermepumpe.Kapazitaet_Pufferspeicher;0
Waermepumpe.Min_Spitzenkesselleistung;20.36
Waermepumpe.Waermebedarfsdeckung;89.27
Waermepumpe.Vollbenutzungsstunden;5079.23
Waermepumpe.Bivalenzpunkt;24.24
Waermepumpe.Deckung_Heizung;82.16
Waermepumpe.Deckung_Brauchwasser;7.11
Waermepumpe.Deckung_Prozess;0
WaermepumpeModul[0].Modul;CS3400i AWS 10 E + CS3400i AWS 4 OR-S
WaermepumpeModul[0].Leistung;3
WaermepumpeModul[0].Waermeproduktion;24.37
WaermepumpeModul[0].Stromverbrauch;5.57
WaermepumpeModul[0].Heizstab;26.63
WaermepumpeModul[0].Betriebsstunden;5079.23
Solarthermie.Waermebedarf;57.13
Solarthermie.Restwaermebedarf;57.13
Solarthermie.Waermeproduktion;0
Solarthermie.Waermebedarfsdeckung;0
Solarthermie.Ueberschuss;0
Solarthermie.Deckung_Heizung;0
Solarthermie.Deckung_Brauchwasser;0
Solarthermie.Deckung_Prozess;0
Photovoltaik.Strombedarf;56.2
Photovoltaik.Reststrombedarf;50.54
Photovoltaik.Stromproduktion;5.13
Photovoltaik.Strombedarfsdeckung;9.12
Photovoltaik.Ueberschuss;0.31
Photovoltaik.MaxSolareLeistung;969.35
PhotovoltaikModul[0].Modul;Ablytek 6MN6A270
PhotovoltaikModul[0].Flaeche;32.54
PhotovoltaikModul[0].Anzahl;20
PhotovoltaikModul[0].Stromproduktion;6.01
PhotovoltaikModul[1].Modul;Ablytek 6MN6A275
PhotovoltaikModul[1].Flaeche;0
PhotovoltaikModul[1].Anzahl;0
PhotovoltaikModul[1].Stromproduktion;0
Vektor.waermebedarf.Summe;57131.4413
Vektor.waermebedarf_gebaeude.Summe;53071741.3
Vektor.waermebedarf_brauchwasser.Summe;4059.7
Vektor.waermebedarf_prozess.Summe;0
Vektor.waermebedarf_extern.Summe;0
Vektor.waermebedarf_dauerlinie.Summe;156909.724
Vektor.stundentemperatur.Summe;86493.64
Vektor.restwaerme.Summe;6131.31431
Vektor.strombedarf_viertelstunde.Summe;96000
Vektor.reststrom_viertelstunde.Summe;202154.706
Vektor.wp_waermebedarf.Summe;57131.4413
Vektor.wp_produktion.Summe;24371.019
Vektor.wp_strom.Summe;5566.06754
Vektor.heizstab.Summe;26629.108
Vektor.wp_restwaerme.Summe;6131.31431
Vektor.wp_quellentemperatur.Summe;86493.64
Vektor.wp_warmwasserbedarf.Summe;4059.7
Vektor.solar_waermebedarf.Summe;57131.4413
Vektor.solar_produktion.Summe;0
Vektor.solar_restwaerme.Summe;57131.4413
Vektor.solar_ueberschuss.Summe;0
Vektor.pv_produktion.Summe;5126.66166
Vektor.pv_produktion_theoretisch.Summe;6014.28907
Vektor.pv_ueberschuss.Summe;887.627405
Vektor.pv_reststrom.Summe;51068.5138
Vektor.pv_strombedarf.Summe;56195.1755
Vektor.ssp_gespeichert_viertelstunde.Summe;55516.4744
Vektor.pv_speicherfuellstand.Summe;13879.1186
