Groesse;Wert
Lauf.ID_Projekt;1024
Sim.Restwaerme;47.1843758
Sim.Reststrom;468.020233
Sim.bSimulationWP;True
Sim.bSimulationKessel;True
Sim.bSimulationSolarthermie;False
Sim.bSimulationBHKW;True
Sim.bSimulationPV;False
Sim.bSimulationSSP;False
Sim.PufferWP_vorhanden;False
Sim.Speicher_Anzahl;0
Ergebnis.ID_Projekt;1024
Ergebnis.Bezeichner;Simulation Wöhler - Test2
Ergebnis.ID_Klimaregion;1020034
Ergebnis.Sim_Energiebedarf;True
Ergebnis.Sim_Waermepumpe;True
Ergebnis.Sim_Heizkessel;True
Ergebnis.Sim_Solarthermie;False
Ergebnis.Sim_BHKW;True
Ergebnis.Sim_PV;False
Ergebnis.Sim_Stromspeicher;False
Energiebedarf.Waermebedarf_Gesamt;389.73
Energiebedarf.Waermelast_Max;209.24
Energiebedarf.Strombedarf_Gesamt;365
Energiebedarf.Strombedarf_Max;41.67
Energiebedarf.Waermerestbedarf;47.18
Energiebedarf.Stromrestbedarf;468.02
Waermepumpe.Waermebedarf;389.73
Waermepumpe.Restwaermebedarf;189.64
Waermepumpe.Waermeproduktion_WP;137.28
Waermepumpe.Stromverbrauch_WP;53.48
Waermepumpe.Stromverbrauch_Heizstab;62.81
Waermepumpe.Kapazitaet_Pufferspeicher;0
Waermepumpe.Min_Spitzenkesselleistung;177.96
Waermepumpe.Waermebedarfsdeckung;51.34
Waermepumpe.Vollbenutzungsstunden;6089.03
Waermepumpe.Bivalenzpunkt;21.11
WaermepumpeModul[0].Modul;CS6800iAW MB + AW 10 OR-T
WaermepumpeModul[0].Leistung;11
WaermepumpeModul[0].Waermeproduktion;83.4
WaermepumpeModul[0].Stromverbrauch;29.45
WaermepumpeModul[0].Heizstab;26.57
WaermepumpeModul[0].Betriebsstunden;6957.48
WaermepumpeModul[1].Modul;CS7800iLW 12
WaermepumpeModul[1].Leistung;12
WaermepumpeModul[1].Waermeproduktion;53.87
WaermepumpeModul[1].Stromverbrauch;24.03
WaermepumpeModul[1].Heizstab;36.24
WaermepumpeModul[1].Betriebsstunden;5220.59
BHKW.Waermebedarf;154.1
BHKW.Restwaermebedarf;47.18
BHKW.Strombedarf;516.83
BHKW.Reststrombedarf;468.02
BHKW.Waermeproduktion;106.92
BHKW.Waermeueberschuss;0
BHKW.Stromproduktion;48.81
BHKW.Betriebsstunden_Gesamt;2324.26
BHKW.Betriebsstunden_Durchschnitt;2324.26
BHKW.Waermebedarfsdeckung;27.43
BHKW.Strombedarfsdeckung;13.37
BHKW.Gasverbrauch;0
BHKW.Oelverbrauch;151.19
BHKW.Koks;0
BHKW.Rapsoelverbrauch;0
BHKW.Holzverbrauch;0
BHKW.Kohle;0
BHKW.Sonstigverbrauch;0
BHKW.Pellets;0
BHKW.TierischeFette;0
BHKWModul[0].Modul;A-Tron_21_F
BHKWModul[0].Waermeproduktion;106.92
BHKWModul[0].Stromproduktion;48.81
BHKWModul[0].Brennstoff;Öl
BHKWModul[0].Verbrauch;151.19
BHKWModul[0].carrier_id;64
Heizkessel.Waermebedarf;189.64
Heizkessel.Restwaermebedarf;154.1
Heizkessel.Waermeproduktion;35.54
Heizkessel.Strombedarf;481.29
Heizkessel.Reststrombedarf;516.83
Heizkessel.Waermebedarfsdeckung;9.12
Heizkessel.Stromverbrauch;35.54
Heizkessel.Maximale_Kesselleistung;10
Heizkessel.Gasspitze;0
Heizkessel.Gasverbrauch;0
Heizkessel.Oelverbrauch;0
Heizkessel.Koks;0
Heizkessel.Rapsoelverbrauch;0
Heizkessel.Holzverbrauch;0
Heizkessel.Kohle;0
Heizkessel.Sonstigverbrauch;0
Heizkessel.Pellets;0
Heizkessel.TierischeFette;0
HeizkesselModul[0].Modul;eloBLOCK VE 10
HeizkesselModul[0].Waerme_Gas;35.54
HeizkesselModul[0].Waerme_Oel;0
HeizkesselModul[0].Brennstoff;
HeizkesselModul[0].Verbrauch;0
HeizkesselModul[0].Jahresnutzungsgrad;94
HeizkesselModul[0].carrier_id;60
HeizkesselModul[0].Waermeproduktion;0
Vektor.waermebedarf.Summe;389729.716
Vektor.waermebedarf_gebaeude.Summe;329729724
Vektor.waermebedarf_brauchwasser.Summe;59999.9917
Vektor.waermebedarf_prozess.Summe;0
Vektor.waermebedarf_extern.Summe;0
Vektor.waermebedarf_dauerlinie.Summe;186263.039
Vektor.stundentemperatur.Summe;86502.49
Vektor.restwaerme.Summe;47184.3767
Vektor.strombedarf_viertelstunde.Summe;1460000.04
Vektor.reststrom_viertelstunde.Summe;1872080.84
Vektor.wp_waermebedarf.Summe;389729.716
Vektor.wp_produktion.Summe;137275.536
Vektor.wp_strom.Summe;53475.5015
Vektor.heizstab.Summe;62812.6393
Vektor.wp_restwaerme.Summe;189641.54
Vektor.wp_quellentemperatur.Summe;86502.49
Vektor.wp_warmwasserbedarf.Summe;59999.9917
Vektor.kessel_waermebedarf.Summe;189641.54
Vektor.kessel_leistung.Summe;35541.4192
Vektor.kessel_restwaerme.Summe;154100.121
Vektor.kessel_strom.Summe;35541.4192
Vektor.bhkw_waermebedarf.Summe;154100.121
Vektor.bhkw_waerme.Summe;106915.744
Vektor.bhkw_strom.Summe;48809.3615
Vektor.bhkw_restwaerme.Summe;47184.3767
