Groesse;Wert
Lauf.ID_Projekt;1012
Sim.Restwaerme;0
Sim.Reststrom;1.75677609
Sim.bSimulationWP;True
Sim.bSimulationKessel;False
Sim.bSimulationSolarthermie;False
Sim.bSimulationBHKW;False
Sim.bSimulationPV;False
Sim.bSimulationSSP;False
Sim.PufferWP_vorhanden;False
Sim.Speicher_Anzahl;0
Ergebnis.ID_Projekt;1012
Ergebnis.Bezeichner;Simulation test2
Ergebnis.ID_Klimaregion;1012004
Ergebnis.Sim_Energiebedarf;True
Ergebnis.Sim_Waermepumpe;True
Ergebnis.Sim_Heizkessel;False
Ergebnis.Sim_Solarthermie;False
Ergebnis.Sim_BHKW;False
Ergebnis.Sim_PV;False
Ergebnis.Sim_Stromspeicher;False
Energiebedarf.Waermebedarf_Gesamt;9.63
Energiebedarf.Waermelast_Max;5.79
Energiebedarf.Strombedarf_Gesamt;0
Energiebedarf.Strombedarf_Max;0
Energiebedarf.Waermerestbedarf;0
Energiebedarf.Stromrestbedarf;1.76
Waermepumpe.Waermebedarf;9.63
Waermepumpe.Restwaermebedarf;0
Waermepumpe.Waermeproduktion_WP;9.63
Waermepumpe.Stromverbrauch_WP;1.76
Waermepumpe.Stromverbrauch_Heizstab;0
Waermepumpe.Kapazitaet_Pufferspeicher;0
Waermepumpe.Min_Spitzenkesselleistung;0
Waermepumpe.Waermebedarfsdeckung;100
Waermepumpe.Vollbenutzungsstunden;201.86
Waermepumpe.Bivalenzpunkt;
WaermepumpeModul[0].Modul;T 800-2
WaermepumpeModul[0].Leistung;78
WaermepumpeModul[0].Waermeproduktion;9.63
WaermepumpeModul[0].Stromverbrauch;1.76
WaermepumpeModul[0].Heizstab;0
WaermepumpeModul[0].Betriebsstunden;201.86
Vektor.waermebedarf.Summe;9625.46593
Vektor.waermebedarf_gebaeude.Summe;9625465.93
Vektor.waermebedarf_brauchwasser.Summe;0
Vektor.waermebedarf_prozess.Summe;0
Vektor.waermebedarf_extern.Summe;0
Vektor.waermebedarf_dauerlinie.Summe;166218.05
Vektor.stundentemperatur.Summe;96373.54
Vektor.restwaerme.Summe;0
Vektor.strombedarf_viertelstunde.Summe;0
Vektor.reststrom_viertelstunde.Summe;7027.10452
Vektor.wp_waermebedarf.Summe;9625.46593
Vektor.wp_produktion.Summe;9625.46593
Vektor.wp_strom.Summe;1756.77613
Vektor.heizstab.Summe;0
Vektor.wp_restwaerme.Summe;0
Vektor.wp_quellentemperatur.Summe;96373.54
Vektor.wp_warmwasserbedarf.Summe;0
