Groesse;Wert
Lauf.ID_Projekt;1041
Sim.Restwaerme;0
Sim.Reststrom;18.1372757
Sim.bSimulationWP;True
Sim.bSimulationKessel;True
Sim.bSimulationSolarthermie;False
Sim.bSimulationBHKW;False
Sim.bSimulationPV;True
Sim.bSimulationSSP;False
Sim.PufferWP_vorhanden;False
Sim.Speicher_Anzahl;2
Ergebnis.ID_Projekt;1041
Ergebnis.Bezeichner;Simulation Prozesswärme mit eigenem Puffer
Ergebnis.ID_Klimaregion;1020051
Ergebnis.Sim_Energiebedarf;True
Ergebnis.Sim_Waermepumpe;True
Ergebnis.Sim_Heizkessel;True
Ergebnis.Sim_Solarthermie;False
Ergebnis.Sim_BHKW;False
Ergebnis.Sim_PV;True
Ergebnis.Sim_Stromspeicher;False
Energiebedarf.Waermebedarf_Gesamt;159.74
Energiebedarf.Waermelast_Max;78.51
Energiebedarf.Strombedarf_Gesamt;8
Energiebedarf.Strombedarf_Max;3.72
Energiebedarf.Waermerestbedarf;0
Energiebedarf.Stromrestbedarf;18.14
Energiebedarf.Waermebedarf_Heizung;124.74
Energiebedarf.Waermebedarf_Brauchwasser;5
Energiebedarf.Waermebedarf_Prozess;30
Waermepumpe.Waermebedarf;159.74
Waermepumpe.Restwaermebedarf;129.74
Waermepumpe.Waermeproduktion_WP;30.01
Waermepumpe.Stromverbrauch_WP;10.14
Waermepumpe.Stromverbrauch_Heizstab;0
Waermepumpe.Kapazitaet_Pufferspeicher;80.79
Waermepumpe.Min_Spitzenkesselleistung;0
Waermepumpe.Waermebedarfsdeckung;18.78
Waermepumpe.Vollbenutzungsstunden;2482.94
Waermepumpe.Bivalenzpunkt;
Waermepumpe.Deckung_Heizung;0
Waermepumpe.Deckung_Brauchwasser;0
Waermepumpe.Deckung_Prozess;18.78
WaermepumpeModul[0].Modul;CS6800iAW MB + AW 10 OR-T
WaermepumpeModul[0].Leistung;11
WaermepumpeModul[0].Waermeproduktion;30.01
WaermepumpeModul[0].Stromverbrauch;10.14
WaermepumpeModul[0].Heizstab;0
WaermepumpeModul[0].Betriebsstunden;2482.94
Heizkessel.Waermebedarf;159.74
Heizkessel.Restwaermebedarf;30.01
Heizkessel.Waermeproduktion;133.29
Heizkessel.Strombedarf;18.14
Heizkessel.Reststrombedarf;18.14
Heizkessel.Waermebedarfsdeckung;81.22
Heizkessel.Stromverbrauch;0
Heizkessel.Maximale_Kesselleistung;80
Heizkessel.Gasspitze;76.81
Heizkessel.Gasverbrauch;133.29
Heizkessel.Oelverbrauch;0
Heizkessel.Koks;0
Heizkessel.Rapsoelverbrauch;0
Heizkessel.Holzverbrauch;0
Heizkessel.Kohle;0
Heizkessel.Sonstigverbrauch;0
Heizkessel.Pellets;0
Heizkessel.TierischeFette;0
Heizkessel.Quellwaerme;0
Heizkessel.Deckung_Heizung;78.09
Heizkessel.Deckung_Brauchwasser;3.13
Heizkessel.Deckung_Prozess;0
HeizkesselModul[0].Modul;Vitocrossal 200 CM2 raumluftabh�ngig
HeizkesselModul[0].Waerme_Gas;133.29
HeizkesselModul[0].Waerme_Oel;0
HeizkesselModul[0].Brennstoff;
HeizkesselModul[0].Verbrauch;0
HeizkesselModul[0].Jahresnutzungsgrad;100
HeizkesselModul[0].carrier_id;63
HeizkesselModul[0].Waermeproduktion;0
Photovoltaik.Strombedarf;18.14
Photovoltaik.Reststrombedarf;18.14
Photovoltaik.Stromproduktion;0
Photovoltaik.Strombedarfsdeckung;0
Photovoltaik.Ueberschuss;0
Photovoltaik.MaxSolareLeistung;0
Pufferspeicher[0].ID_Pufferspeicher;1054191
Pufferspeicher[0].Bezeichner;Puffer 3000Ltr
Pufferspeicher[0].Verwendung;Kombi
Pufferspeicher[0].Q_max;45.99
Pufferspeicher[0].Ladung_gesamt;129388.81
Pufferspeicher[0].Entladung_gesamt;127029.09
Pufferspeicher[0].Verluste_gesamt;2316.29
Pufferspeicher[0].SOC_Ende;43.43
Pufferspeicher[0].SOC_Mittel;43.43
Pufferspeicher[0].SOC_Max;43.43
Pufferspeicher[0].Vollzyklen;2813.17
Pufferspeicher[0].Entladung_Heizung;122029.08
Pufferspeicher[0].Entladung_Brauchwasser;5000.01
Pufferspeicher[0].Entladung_Prozess;0
Pufferspeicher[0].Durchsatz_Geladen;0
Pufferspeicher[0].Durchsatz_Entladen;0
Pufferspeicher[0].ID_Anlage;
Pufferspeicher[0].T_oben_Mittel;9.44
Pufferspeicher[0].T_oben_Min;9.44
Pufferspeicher[1].ID_Pufferspeicher;1054192
Pufferspeicher[1].Bezeichner;Puffer 3000Ltr (2)
Pufferspeicher[1].Verwendung;Kombi
Pufferspeicher[1].Q_max;34.8
Pufferspeicher[1].Ladung_gesamt;3901.24
Pufferspeicher[1].Entladung_gesamt;2710.17
Pufferspeicher[1].Verluste_gesamt;1158.14
Pufferspeicher[1].SOC_Ende;32.93
Pufferspeicher[1].SOC_Mittel;32.93
Pufferspeicher[1].SOC_Max;32.93
Pufferspeicher[1].Vollzyklen;112.1
Pufferspeicher[1].Entladung_Heizung;2710.17
Pufferspeicher[1].Entladung_Brauchwasser;0
Pufferspeicher[1].Entladung_Prozess;0
Pufferspeicher[1].Durchsatz_Geladen;0
Pufferspeicher[1].Durchsatz_Entladen;0
Pufferspeicher[1].ID_Anlage;
Pufferspeicher[1].T_oben_Mittel;9.46
Pufferspeicher[1].T_oben_Min;9.46
Vektor.waermebedarf.Summe;159744.642
Vektor.waermebedarf_gebaeude.Summe;59314814.5
Vektor.waermebedarf_brauchwasser.Summe;5000.00529
Vektor.waermebedarf_prozess.Summe;29999.9996
Vektor.waermebedarf_extern.Summe;65429.823
Vektor.waermebedarf_dauerlinie.Summe;203468.556
Vektor.stundentemperatur.Summe;86502.49
Vektor.restwaerme.Summe;0
Vektor.strombedarf_viertelstunde.Summe;32000.014
Vektor.reststrom_viertelstunde.Summe;72549.1006
Vektor.wp_waermebedarf.Summe;159744.642
Vektor.wp_produktion.Summe;30005.3873
Vektor.wp_strom.Summe;10137.2716
Vektor.heizstab.Summe;0
Vektor.wp_restwaerme.Summe;0
Vektor.wp_quellentemperatur.Summe;86502.49
Vektor.wp_warmwasserbedarf.Summe;5000.00529
Vektor.kessel_waermebedarf.Summe;159744.642
Vektor.kessel_leistung.Summe;133290.048
Vektor.kessel_restwaerme.Summe;0.0579862855
Vektor.kessel_strom.Summe;0
Vektor.pv_produktion.Summe;0
Vektor.pv_produktion_theoretisch.Summe;0
Vektor.pv_ueberschuss.Summe;0
Vektor.pv_reststrom.Summe;18137.2751
Vektor.pv_strombedarf.Summe;18137.2751
