timestamp,load_kw,pv_kw,buy_eur_kwh,sell_eur_kwh,grid_kw,import_kw,export_kw,loss_kwh,aux_kw,curtailed_kw,import_violation_kw,peak_violation_kw,command_deviation_kw,A_power_kw,A_energy_kwh,B_power_kw,B_energy_kwh
2025-06-01T00:00:00+00:00,40.0,0.0,0.12,0.08,7.105427357601002e-15,7.105427357601002e-15,0,0.5646295259425154,0.07,0.0,0,0,0.0,26.71333333333333,42.97017543859649,13.356666666666666,21.447695035460992
2025-06-01T00:15:00+00:00,40.0,0.0,0.12,0.08,0.0,0,0,0.5645729386071592,0.07,0.0,0,0,0.0,26.733546329522575,35.9350316676695,13.336453670477425,17.900765867780827
2025-06-01T00:30:00+00:00,40.0,0.0,0.12,0.08,0.0,0,0,0.5645009867835333,0.07,0.0,0,0,0.0,26.759247520921715,28.89312442532168,13.310752479078284,14.360672123345113
2025-06-01T00:45:00+00:00,40.0,0.0,0.12,0.08,0.0,0,0,0.5644021822686127,0.07,0.0,0,0,0.0,26.794540493651372,21.84192955857132,13.27545950634863,10.82996480782686
2025-06-01T01:00:00+00:00,40.0,0.0,0.12,0.08,7.105427357601002e-15,7.105427357601002e-15,0,0.5642444248218988,0.07,0.0,0,0,8.881784197001252e-15,26.850891453617532,14.775905491829864,13.219108546382463,7.314244449746417
2025-06-01T01:15:00+00:00,40.0,0.0,0.12,0.08,13.219999999999988,13.219999999999988,0,0.37764994157627796,0.07,0.0,0,0,0.0,18.148440868953482,10.0,8.70155913104653,5.0
2025-06-01T01:30:00+00:00,40.0,0.0,0.12,0.08,40.07,40.07,0,0.0,0.07,0.0,0,0,0.0,0.0,10.0,0.0,5.0
2025-06-01T01:45:00+00:00,40.0,0.0,0.12,0.08,40.07,40.07,0,0.0,0.07,0.0,0,0,0.0,0.0,10.0,0.0,5.0
2025-06-01T02:00:00+00:00,40.0,0.0,0.12,0.08,40.07,40.07,0,0.0,0.07,0.0,0,0,0.0,0.0,10.0,0.0,5.0
2025-06-01T02:15:00+00:00,40.0,0.0,0.12,0.08,40.07,40.07,0,0.0,0.07,0.0,0,0,0.0,0.0,10.0,0.0,5.0
2025-06-01T02:30:00+00:00,40.0,0.0,0.12,0.08,40.07,40.07,0,0.0,0.07,0.0,0,0,0.0,0.0,10.0,0.0,5.0
2025-06-01T02:45:00+00:00,40.0,0.0,0.12,0.08,40.07,40.07,0,0.0,0.07,0.0,0,0,0.0,0.0,10.0,0.0,5.0
2025-06-01T03:00:00+00:00,40.0,0.0,0.12,0.08,40.07,40.07,0,0.0,0.07,0.0,0,0,0.0,0.0,10.0,0.0,5.0
2025-06-01T03:15:00+00:00,40.0,0.0,0.12,0.08,40.07,40.07,0,0.0,0.07,0.0,0,0,0.0,0.0,10.0,0.0,5.0
2025-06-01T03:30:00+00:00,40.0,0.0,0.12,0.08,40.07,40.07,0,0.0,0.07,0.0,0,0,0.0,0.0,10.0,0.0,5.0
2025-06-01T03:45:00+00:00,40.0,0.0,0.12,0.08,40.07,40.07,0,0.0,0.07,0.0,0,0,0.0,0.0,10.0,0.0,5.0
2025-06-01T04:00:00+00:00,40.0,0.0,0.12,0.08,40.07,40.07,0,0.0,0.07,0.0,0,0,0.0,0.0,10.0,0.0,5.0
2025-06-01T04:15:00+00:00,40.0,0.0,0.12,0.08,40.07,40.07,0,0.0,0.07,0.0,0,0,0.0,0.0,10.0,0.0,5.0
