Groesse;Wert
Lauf.ID_Projekt;1042
Sim.Restwaerme;9.74914402
Sim.Reststrom;41.3446729
Sim.bSimulationWP;True
Sim.bSimulationKessel;True
Sim.bSimulationSolarthermie;True
Sim.bSimulationBHKW;False
Sim.bSimulationPV;True
Sim.bSimulationSSP;False
Sim.PufferWP_vorhanden;True
Puffer.Q_max;34.8
Puffer.Ladung_gesamt;14440.9923
Puffer.Entladung_gesamt;13785.2971
Puffer.Verluste_gesamt;655.695196
Puffer.SOC_Mittel;18.642394
Puffer.SOC_Max;32.7424504
Puffer.Vollzyklen;414.971043
Sim.Speicher_Anzahl;3
Geb[0].ID_Gebaeude;10647
Geb[0].Modell;VDI6007
Geb[0].JahresheizwaermeMwh;75.9406927
Geb[0].SpitzeKw;39.6751852
Geb[0].SpitzeTagesmittelKw;28.9795791
Geb[0].Spitze95Kw;21.6898285
Geb[0].MittlereRaumtemperaturHeizzeit;20.6574188
Geb[0].Ueberhitzungsstunden;331
Em.Kessel.Co2T;4.63710601
Em.Kessel.So2Kg;0.00579638251
Em.Kessel.NoxKg;2.12534025
Em.Kessel.CoKg;0
Em.Kessel.StaubKg;0.00966063752
Ergebnis.ID_Projekt;1042
Ergebnis.Bezeichner;Simulation Booster-Kette mit Kombi-Speicher
Ergebnis.ID_Klimaregion;1020052
Ergebnis.Sim_Energiebedarf;True
Ergebnis.Sim_Waermepumpe;True
Ergebnis.Sim_Heizkessel;True
Ergebnis.Sim_Solarthermie;True
Ergebnis.Sim_BHKW;False
Ergebnis.Sim_PV;True
Ergebnis.Sim_Stromspeicher;False
Energiebedarf.Waermebedarf_Gesamt;105.94
Energiebedarf.Waermelast_Max;44.77
Energiebedarf.Strombedarf_Gesamt;8
Energiebedarf.Strombedarf_Max;3.72
Energiebedarf.Waermerestbedarf;9.75
Energiebedarf.Stromrestbedarf;41.34
Energiebedarf.Waermebedarf_Heizung;75.94
Energiebedarf.Waermebedarf_Brauchwasser;30
Energiebedarf.Waermebedarf_Prozess;0
Waermepumpe.Waermebedarf;105.94
Waermepumpe.Restwaermebedarf;28.68
Waermepumpe.Waermeproduktion_WP;92.29
Waermepumpe.Stromverbrauch_WP;33.34
Waermepumpe.Stromverbrauch_Heizstab;0
Waermepumpe.Kapazitaet_Pufferspeicher;80.76
Waermepumpe.Min_Spitzenkesselleistung;10.55
Waermepumpe.Waermebedarfsdeckung;72.92
Waermepumpe.Vollbenutzungsstunden;4034.34
Waermepumpe.Bivalenzpunkt;10.57
Waermepumpe.Deckung_Heizung;53.81
Waermepumpe.Deckung_Brauchwasser;19.12
Waermepumpe.Deckung_Prozess;0
WaermepumpeModul[0].Modul;CS6800iAW MB + AW 10 OR-T
WaermepumpeModul[0].Leistung;11
WaermepumpeModul[0].Waermeproduktion;71.45
WaermepumpeModul[0].Stromverbrauch;26.29
WaermepumpeModul[0].Heizstab;0
WaermepumpeModul[0].Betriebsstunden;5995.29
WaermepumpeModul[1].Modul;CS7800iLW 16
WaermepumpeModul[1].Leistung;15
WaermepumpeModul[1].Waermeproduktion;20.84
WaermepumpeModul[1].Stromverbrauch;7.06
WaermepumpeModul[1].Heizstab;0
WaermepumpeModul[1].Betriebsstunden;2073.4
Heizkessel.Waermebedarf;105.94
Heizkessel.Restwaermebedarf;87.01
Heizkessel.Waermeproduktion;18.93
Heizkessel.Strombedarf;41.34
Heizkessel.Reststrombedarf;41.34
Heizkessel.Waermebedarfsdeckung;17.87
Heizkessel.Stromverbrauch;0
Heizkessel.Maximale_Kesselleistung;120
Heizkessel.Gasspitze;32.52
Heizkessel.Gasverbrauch;19.32
Heizkessel.Oelverbrauch;0
Heizkessel.Koks;0
Heizkessel.Rapsoelverbrauch;0
Heizkessel.Holzverbrauch;0
Heizkessel.Kohle;0
Heizkessel.Sonstigverbrauch;0
Heizkessel.Pellets;0
Heizkessel.TierischeFette;0
Heizkessel.Quellwaerme;0
Heizkessel.Deckung_Heizung;17.87
Heizkessel.Deckung_Brauchwasser;0
Heizkessel.Deckung_Prozess;0
HeizkesselModul[0].Modul;ecoTEC plus VC 1206/5-5
HeizkesselModul[0].Waerme_Gas;18.93
HeizkesselModul[0].Waerme_Oel;0
HeizkesselModul[0].Brennstoff;Gas
HeizkesselModul[0].Verbrauch;19.32
HeizkesselModul[0].Jahresnutzungsgrad;98
HeizkesselModul[0].carrier_id;63
HeizkesselModul[0].Waermeproduktion;18.93
HeizkesselModul[0].Hilfsenergie;0
Solarthermie.Waermebedarf;9.75
Solarthermie.Restwaermebedarf;9.75
Solarthermie.Waermeproduktion;0
Solarthermie.Waermebedarfsdeckung;0
Solarthermie.Ueberschuss;0
Solarthermie.Deckung_Heizung;0
Solarthermie.Deckung_Brauchwasser;0
Solarthermie.Deckung_Prozess;0
Photovoltaik.Strombedarf;41.34
Photovoltaik.Reststrombedarf;41.34
Photovoltaik.Stromproduktion;0
Photovoltaik.Strombedarfsdeckung;0
Photovoltaik.Ueberschuss;0
Photovoltaik.MaxSolareLeistung;0
Pufferspeicher[0].ID_Pufferspeicher;1054196
Pufferspeicher[0].Bezeichner;Puffer 3000Ltr
Pufferspeicher[0].Verwendung;Heizung
Pufferspeicher[0].Q_max;34.8
Pufferspeicher[0].Ladung_gesamt;14440.99
Pufferspeicher[0].Entladung_gesamt;13785.3
Pufferspeicher[0].Verluste_gesamt;655.7
Pufferspeicher[0].SOC_Ende;0
Pufferspeicher[0].SOC_Mittel;18.64
Pufferspeicher[0].SOC_Max;32.74
Pufferspeicher[0].Vollzyklen;414.97
Pufferspeicher[0].Entladung_Heizung;13785.3
Pufferspeicher[0].Entladung_Brauchwasser;0
Pufferspeicher[0].Entladung_Prozess;0
Pufferspeicher[0].Durchsatz_Geladen;0
Pufferspeicher[0].Durchsatz_Entladen;0
Pufferspeicher[0].ID_Anlage;
Pufferspeicher[0].T_oben_Mittel;5.36
Pufferspeicher[0].T_oben_Min;0
Pufferspeicher[1].ID_Pufferspeicher;1054198
Pufferspeicher[1].Bezeichner;Puffer 3000Ltr (2)
Pufferspeicher[1].Verwendung;Heizung
Pufferspeicher[1].Q_max;34.8
Pufferspeicher[1].Ladung_gesamt;0
Pufferspeicher[1].Entladung_gesamt;0
Pufferspeicher[1].Verluste_gesamt;0
