Groesse;Wert
Lauf.ID_Projekt;1008
Sim.Restwaerme;1.84437048
Sim.Reststrom;10322.6777
Sim.bSimulationWP;True
Sim.bSimulationKessel;False
Sim.bSimulationSolarthermie;False
Sim.bSimulationBHKW;False
Sim.bSimulationPV;False
Sim.bSimulationSSP;False
Sim.PufferWP_vorhanden;True
Puffer.Q_max;6.96
Puffer.Ladung_gesamt;23648.2008
Puffer.Entladung_gesamt;23176.377
Puffer.Verluste_gesamt;470.498318
Puffer.SOC_Mittel;4.21852534
Puffer.SOC_Max;6.87249994
Puffer.Vollzyklen;3397.73
Sim.Speicher_Anzahl;1
Ergebnis.ID_Projekt;1008
Ergebnis.Bezeichner;Simulation Heinestr 15
Ergebnis.ID_Klimaregion;1008001
Ergebnis.Sim_Energiebedarf;True
Ergebnis.Sim_Waermepumpe;True
Ergebnis.Sim_Heizkessel;False
Ergebnis.Sim_Solarthermie;False
Ergebnis.Sim_BHKW;False
Ergebnis.Sim_PV;False
Ergebnis.Sim_Stromspeicher;False
Energiebedarf.Waermebedarf_Gesamt;54.88
Energiebedarf.Waermelast_Max;37.76
Energiebedarf.Strombedarf_Gesamt;10310.17
Energiebedarf.Strombedarf_Max;4178.2
Energiebedarf.Waermerestbedarf;1.84
Energiebedarf.Stromrestbedarf;10322.68
Waermepumpe.Waermebedarf;54.88
Waermepumpe.Restwaermebedarf;1.84
Waermepumpe.Waermeproduktion_WP;53.51
Waermepumpe.Stromverbrauch_WP;12.51
Waermepumpe.Stromverbrauch_Heizstab;0
Waermepumpe.Kapazitaet_Pufferspeicher;6.96
Waermepumpe.Min_Spitzenkesselleistung;20.53
Waermepumpe.Waermebedarfsdeckung;96.64
Waermepumpe.Vollbenutzungsstunden;1761.63
Waermepumpe.Bivalenzpunkt;4.54
WaermepumpeModul[0].Modul;CS7800iLW 16
WaermepumpeModul[0].Leistung;15
WaermepumpeModul[0].Waermeproduktion;26.37
WaermepumpeModul[0].Stromverbrauch;6.33
WaermepumpeModul[0].Heizstab;0
WaermepumpeModul[0].Betriebsstunden;1638.53
WaermepumpeModul[1].Modul;CS5800i AW 12 M + AW 5 OR-S
WaermepumpeModul[1].Leistung;3
WaermepumpeModul[1].Waermeproduktion;3.49
WaermepumpeModul[1].Stromverbrauch;1.28
WaermepumpeModul[1].Heizstab;0
WaermepumpeModul[1].Betriebsstunden;584.39
Pufferspeicher[0].ID_Pufferspeicher;1008007
Pufferspeicher[0].Bezeichner;Vitocell 140-E 600 Liter
Pufferspeicher[0].Verwendung;Heizung
Pufferspeicher[0].Q_max;6.96
Pufferspeicher[0].Ladung_gesamt;23648.2
Pufferspeicher[0].Entladung_gesamt;23176.38
Pufferspeicher[0].Verluste_gesamt;470.5
Pufferspeicher[0].SOC_Ende;1.33
Pufferspeicher[0].SOC_Mittel;4.22
Pufferspeicher[0].SOC_Max;6.87
Pufferspeicher[0].Vollzyklen;3397.73
Vektor.waermebedarf.Summe;54881.2365
Vektor.waermebedarf_gebaeude.Summe;54881236.6
Vektor.waermebedarf_brauchwasser.Summe;0
Vektor.waermebedarf_prozess.Summe;0
Vektor.waermebedarf_extern.Summe;0
Vektor.waermebedarf_dauerlinie.Summe;145361.134
Vektor.stundentemperatur.Summe;86502.49
Vektor.restwaerme.Summe;1844.36994
Vektor.strombedarf_viertelstunde.Summe;41240684.8
Vektor.reststrom_viertelstunde.Summe;41290711.9
Vektor.wp_waermebedarf.Summe;54881.2365
Vektor.wp_produktion.Summe;53508.6904
Vektor.wp_strom.Summe;12506.7792
Vektor.heizstab.Summe;0
Vektor.wp_restwaerme.Summe;1844.36994
Vektor.wp_quellentemperatur.Summe;86502.49
Vektor.wp_warmwasserbedarf.Summe;0
Vektor.puffer_soc.Summe;36954.2819
Vektor.puffer_ladung.Summe;23648.2009
Vektor.puffer_entladung.Summe;23176.3768
