Groesse;Wert
Lauf.ID_Projekt;1024
Sim.Restwaerme;79.002919
Sim.Reststrom;369.807076
Sim.bSimulationWP;True
Sim.bSimulationKessel;True
Sim.bSimulationSolarthermie;False
Sim.bSimulationBHKW;True
Sim.bSimulationPV;False
Sim.bSimulationSSP;False
Sim.PufferWP_vorhanden;False
Sim.Speicher_Anzahl;1
Em.Kessel.Co2T;28.2646864
Em.Kessel.So2Kg;10.0945309
Em.Kessel.NoxKg;14.1323432
Em.Kessel.CoKg;0
Em.Kessel.StaubKg;0.605671852
Em.Bhkw.Co2T;78.6959955
Em.Bhkw.So2Kg;50.77161
Em.Bhkw.NoxKg;38.0787075
Em.Bhkw.CoKg;0
Em.Bhkw.StaubKg;2.0308644
Ergebnis.ID_Projekt;1024
Ergebnis.Bezeichner;Simulation Wöhler - Test2
Ergebnis.ID_Klimaregion;1020034
Ergebnis.Sim_Energiebedarf;True
Ergebnis.Sim_Waermepumpe;True
Ergebnis.Sim_Heizkessel;True
Ergebnis.Sim_Solarthermie;False
Ergebnis.Sim_BHKW;True
Ergebnis.Sim_PV;False
Ergebnis.Sim_Stromspeicher;False
Energiebedarf.Waermebedarf_Gesamt;389.8
Energiebedarf.Waermelast_Max;204.08
Energiebedarf.Strombedarf_Gesamt;365
Energiebedarf.Strombedarf_Max;41.67
Energiebedarf.Waermerestbedarf;79
Energiebedarf.Stromrestbedarf;369.81
Energiebedarf.Waermebedarf_Heizung;329.8
Energiebedarf.Waermebedarf_Brauchwasser;60
Energiebedarf.Waermebedarf_Prozess;0
Waermepumpe.Waermebedarf;389.8
Waermepumpe.Restwaermebedarf;305.39
Waermepumpe.Waermeproduktion_WP;71.19
Waermepumpe.Stromverbrauch_WP;26.1
Waermepumpe.Stromverbrauch_Heizstab;13.21
Waermepumpe.Kapazitaet_Pufferspeicher;10.44
Waermepumpe.Min_Spitzenkesselleistung;132.38
Waermepumpe.Waermebedarfsdeckung;21.65
Waermepumpe.Vollbenutzungsstunden;5980.23
Waermepumpe.Bivalenzpunkt;17.73
Waermepumpe.Deckung_Heizung;14.7
Waermepumpe.Deckung_Brauchwasser;6.95
Waermepumpe.Deckung_Prozess;0
WaermepumpeModul[0].Modul;CS6800iAW MB + AW 10 OR-T
WaermepumpeModul[0].Leistung;11
WaermepumpeModul[0].Waermeproduktion;71.19
WaermepumpeModul[0].Stromverbrauch;26.1
WaermepumpeModul[0].Heizstab;13.21
WaermepumpeModul[0].Betriebsstunden;5980.23
BHKW.Waermebedarf;389.8
BHKW.Restwaermebedarf;210.85
BHKW.Strombedarf;365
BHKW.Reststrombedarf;283.05
BHKW.Waermeproduktion;179.52
BHKW.Waermeueberschuss;0
BHKW.Stromproduktion;81.95
BHKW.Betriebsstunden_Gesamt;3902.59
BHKW.Betriebsstunden_Durchschnitt;3902.59
BHKW.Waermebedarfsdeckung;45.91
