Groesse;Wert
Lauf.ID_Projekt;1018
Sim.Restwaerme;0
Sim.Reststrom;-14.7292271
Sim.bSimulationWP;False
Sim.bSimulationKessel;True
Sim.bSimulationSolarthermie;False
Sim.bSimulationBHKW;True
Sim.bSimulationPV;False
Sim.bSimulationSSP;False
Sim.PufferWP_vorhanden;True
Puffer.Q_max;11.194
Puffer.Ladung_gesamt;15465.5563
Puffer.Entladung_gesamt;14297.435
Puffer.Verluste_gesamt;1157.61922
Puffer.SOC_Mittel;10.4973237
Puffer.SOC_Max;10.5020914
Puffer.Vollzyklen;1381.59338
Sim.Speicher_Anzahl;1
Ergebnis.ID_Projekt;1018
Ergebnis.Bezeichner;Simulation BHKW Test München
Ergebnis.ID_Klimaregion;1018047
Ergebnis.Sim_Energiebedarf;True
Ergebnis.Sim_Waermepumpe;False
Ergebnis.Sim_Heizkessel;True
Ergebnis.Sim_Solarthermie;False
Ergebnis.Sim_BHKW;True
Ergebnis.Sim_PV;False
Ergebnis.Sim_Stromspeicher;False
Energiebedarf.Waermebedarf_Gesamt;46.87
Energiebedarf.Waermelast_Max;34.09
Energiebedarf.Strombedarf_Gesamt;0
Energiebedarf.Strombedarf_Max;0
Energiebedarf.Waermerestbedarf;0
Energiebedarf.Stromrestbedarf;-14.73
Energiebedarf.Waermebedarf_Heizung;46.87
Energiebedarf.Waermebedarf_Brauchwasser;0
Energiebedarf.Waermebedarf_Prozess;0
BHKW.Waermebedarf;46.87
BHKW.Restwaermebedarf;15.9
BHKW.Strombedarf;0
BHKW.Reststrombedarf;-14.73
BHKW.Waermeproduktion;31.29
BHKW.Waermeueberschuss;0
BHKW.Stromproduktion;14.73
BHKW.Betriebsstunden_Gesamt;1015.81
BHKW.Betriebsstunden_Durchschnitt;1015.81
BHKW.Waermebedarfsdeckung;66.08
BHKW.Strombedarfsdeckung;0
BHKW.Gasverbrauch;1.56
BHKW.Oelverbrauch;0
BHKW.Koks;0
BHKW.Rapsoelverbrauch;0
BHKW.Holzverbrauch;0
BHKW.Kohle;0
BHKW.Sonstigverbrauch;0
BHKW.Pellets;0
BHKW.TierischeFette;0
BHKW.VbhElektrisch;1015.81
BHKW.Deckung_Heizung;66.08
BHKW.Deckung_Brauchwasser;0
BHKW.Deckung_Prozess;0
BHKWModul[0].Modul;EC-POWER XRGI 15
BHKWModul[0].Waermeproduktion;31.29
BHKWModul[0].Stromproduktion;14.73
BHKWModul[0].Brennstoff;Gas
BHKWModul[0].Verbrauch;1.56
BHKWModul[0].carrier_id;63
BHKWModul[0].VbhThermisch;1015.81
BHKWModul[0].VbhElektrisch;1015.81
Heizkessel.Waermebedarf;46.87
