Groesse;Wert
Lauf.ID_Projekt;1023
Sim.Restwaerme;125.280304
Sim.Reststrom;115.962578
Sim.bSimulationWP;True
Sim.bSimulationKessel;True
Sim.bSimulationSolarthermie;False
Sim.bSimulationBHKW;False
Sim.bSimulationPV;False
Sim.bSimulationSSP;False
Sim.PufferWP_vorhanden;True
Puffer.Q_max;13.92
Puffer.Ladung_gesamt;13244.5434
Puffer.Entladung_gesamt;12997.3207
Puffer.Verluste_gesamt;247.222748
Puffer.SOC_Mittel;4.46145948
Puffer.SOC_Max;13.8325005
Puffer.Vollzyklen;951.475821
Sim.Speicher_Anzahl;1
Ergebnis.ID_Projekt;1023
Ergebnis.Bezeichner;Simulation Wöhler - Test1
Ergebnis.ID_Klimaregion;1020033
Ergebnis.Sim_Energiebedarf;True
Ergebnis.Sim_Waermepumpe;True
Ergebnis.Sim_Heizkessel;True
Ergebnis.Sim_Solarthermie;False
Ergebnis.Sim_BHKW;False
Ergebnis.Sim_PV;False
Ergebnis.Sim_Stromspeicher;False
Energiebedarf.Waermebedarf_Gesamt;389.73
Energiebedarf.Waermelast_Max;209.24
Energiebedarf.Strombedarf_Gesamt;0
Energiebedarf.Strombedarf_Max;0
Energiebedarf.Waermerestbedarf;125.28
Energiebedarf.Stromrestbedarf;115.96
Waermepumpe.Waermebedarf;389.73
Waermepumpe.Restwaermebedarf;189.6
Waermepumpe.Waermeproduktion_WP;138.15
Waermepumpe.Stromverbrauch_WP;53.74
Waermepumpe.Stromverbrauch_Heizstab;62.22
Waermepumpe.Kapazitaet_Pufferspeicher;13.92
Waermepumpe.Min_Spitzenkesselleistung;177.96
Waermepumpe.Waermebedarfsdeckung;51.35
Waermepumpe.Vollbenutzungsstunden;6043.75
Waermepumpe.Bivalenzpunkt;20.48
WaermepumpeModul[0].Modul;CS6800iAW MB + AW 10 OR-T
WaermepumpeModul[0].Leistung;11
WaermepumpeModul[0].Waermeproduktion;73.43
WaermepumpeModul[0].Stromverbrauch;26.62
WaermepumpeModul[0].Heizstab;26.13
WaermepumpeModul[0].Betriebsstunden;6158.14
WaermepumpeModul[1].Modul;CS7800iLW 12
WaermepumpeModul[1].Leistung;12
WaermepumpeModul[1].Waermeproduktion;51.48
WaermepumpeModul[1].Stromverbrauch;23.18
WaermepumpeModul[1].Heizstab;36.09
WaermepumpeModul[1].Betriebsstunden;5032.52
Heizkessel.Waermebedarf;189.6
Heizkessel.Restwaermebedarf;125.28
Heizkessel.Waermeproduktion;64.32
Heizkessel.Strombedarf;115.96
Heizkessel.Reststrombedarf;115.96
Heizkessel.Waermebedarfsdeckung;16.5
Heizkessel.Stromverbrauch;0
Heizkessel.Maximale_Kesselleistung;19.3
Heizkessel.Gasspitze;22.08
Heizkessel.Gasverbrauch;76.48
Heizkessel.Oelverbrauch;0
Heizkessel.Koks;0
Heizkessel.Rapsoelverbrauch;0
Heizkessel.Holzverbrauch;0
Heizkessel.Kohle;0
Heizkessel.Sonstigverbrauch;0
Heizkessel.Pellets;0
Heizkessel.TierischeFette;0
Heizkessel.Quellwaerme;0
HeizkesselModul[0].Modul;ecoVIT VKK 186/5
HeizkesselModul[0].Waerme_Gas;64.32
HeizkesselModul[0].Waerme_Oel;0
HeizkesselModul[0].Brennstoff;
HeizkesselModul[0].Verbrauch;0
HeizkesselModul[0].Jahresnutzungsgrad;84.11
HeizkesselModul[0].carrier_id;63
HeizkesselModul[0].Waermeproduktion;0
Pufferspeicher[0].ID_Pufferspeicher;1018023
Pufferspeicher[0].Bezeichner;Vitocell 140-E 600 Ltr
Pufferspeicher[0].Verwendung;Heizung
Pufferspeicher[0].Q_max;13.92
Pufferspeicher[0].Ladung_gesamt;13244.54
Pufferspeicher[0].Entladung_gesamt;12997.32
Pufferspeicher[0].Verluste_gesamt;247.22
Pufferspeicher[0].SOC_Ende;0
Pufferspeicher[0].SOC_Mittel;4.46
Pufferspeicher[0].SOC_Max;13.83
Pufferspeicher[0].Vollzyklen;951.48
Vektor.waermebedarf.Summe;389729.716
Vektor.waermebedarf_gebaeude.Summe;329729724
Vektor.waermebedarf_brauchwasser.Summe;59999.9917
Vektor.waermebedarf_prozess.Summe;0
Vektor.waermebedarf_extern.Summe;0
Vektor.waermebedarf_dauerlinie.Summe;186263.039
Vektor.stundentemperatur.Summe;86502.49
Vektor.restwaerme.Summe;125280.307
Vektor.strombedarf_viertelstunde.Summe;0
Vektor.reststrom_viertelstunde.Summe;463850.324
Vektor.wp_waermebedarf.Summe;389729.716
Vektor.wp_produktion.Summe;138151.053
Vektor.wp_strom.Summe;53739.3424
Vektor.heizstab.Summe;62223.2386
Vektor.wp_restwaerme.Summe;189602.646
Vektor.wp_quellentemperatur.Summe;86502.49
Vektor.wp_warmwasserbedarf.Summe;59999.9917
Vektor.puffer_soc.Summe;39082.385
Vektor.puffer_ladung.Summe;13244.5434
Vektor.puffer_entladung.Summe;12997.3208
Vektor.kessel_waermebedarf.Summe;189602.646
Vektor.kessel_leistung.Summe;64322.3351
Vektor.kessel_restwaerme.Summe;125280.307
Vektor.kessel_strom.Summe;0
