Groesse;Wert
Lauf.ID_Projekt;1046
Sim.Restwaerme;0.0218518021
Sim.Reststrom;63.89606
Sim.bSimulationWP;True
Sim.bSimulationKessel;True
Sim.bSimulationSolarthermie;True
Sim.bSimulationBHKW;False
Sim.bSimulationPV;True
Sim.bSimulationSSP;True
Sim.PufferWP_vorhanden;False
Sim.Speicher_Anzahl;0
Geb[0].ID_Gebaeude;10652
Geb[0].Modell;VDI6007
Geb[0].JahresheizwaermeMwh;68.9738124
Geb[0].SpitzeKw;44.2191158
Geb[0].SpitzeTagesmittelKw;28.1177181
Geb[0].Spitze95Kw;22.5888565
Geb[0].MittlereRaumtemperaturHeizzeit;21.0814509
Geb[0].Ueberhitzungsstunden;600
Em.Kessel.Co2T;2.56258422
Em.Kessel.So2Kg;0.00320323028
Em.Kessel.NoxKg;1.17451777
Em.Kessel.CoKg;0
Em.Kessel.StaubKg;0.00533871713
Flotte.EinheitenAnzahl;2
Flotte.Betriebsziel;PeakShaving
Flotte.Verteilung;Kaskade
Flotte.PeakZielKw;16
Flotte.NetzladungErlaubt;True
Flotte.BatterieexportErlaubt;False
Flotte.Zulaessig;True
Flotte.PlanFallbackIntervalle;0
Flotte.NetzbezugKwh;63896.06
Flotte.BezugsspitzeKw;19.5815571
Flotte.NetzeinspeisungKwh;894.92487
Flotte.PvAbregelungKwh;0
Flotte.VerlusteKwh;149.427741
Flotte.PvEinspeisungKwh;894.92487
Flotte.BhkwEinspeisungKwh;0
Flotte.BatterieEinspeisungKwh;0
Flotte.Ref.NetzbezugKwh;63338.5633
Flotte.Ref.BezugsspitzeKw;19.7762127
Flotte.Ref.NetzeinspeisungKwh;933.333006
Flotte.Ref.PvAbregelungKwh;0
Flotte.Einheit[0].Id;flotte-1046-a
Flotte.Einheit[0].KapazitaetKwh;24
Flotte.Einheit[0].LadeleistungKw;10
Flotte.Einheit[0].EntladeleistungKw;12
Flotte.Einheit[0].AnfangsenergieKwh;12
Flotte.Einheit[0].EndenergieKwh;13.8743697
Flotte.Einheit[0].LadeenergieKwh;652.731639
Flotte.Einheit[0].EntladeenergieKwh;587.263124
Flotte.Einheit[0].VollzyklenAeq;26.0702162
Flotte.Einheit[0].MinerSchaden;0
Flotte.Einheit[0].RainflowZyklen;133
Flotte.Einheit[1].Id;flotte-1046-b
Flotte.Einheit[1].KapazitaetKwh;16
Flotte.Einheit[1].LadeleistungKw;6
Flotte.Einheit[1].EntladeleistungKw;7
Flotte.Einheit[1].AnfangsenergieKwh;6.4
Flotte.Einheit[1].EndenergieKwh;13.0027459
Flotte.Einheit[1].LadeenergieKwh;562.315175
Flotte.Einheit[1].EntladeenergieKwh;469.878834
Flotte.Einheit[1].VollzyklenAeq;32.4782337
Flotte.Einheit[1].MinerSchaden;0
Flotte.Einheit[1].RainflowZyklen;134
Ergebnis.ID_Projekt;1046
Ergebnis.Bezeichner;Simulation Prüfprojekt Speicherflotte
Ergebnis.ID_Klimaregion;1020056
