Groesse;Wert
Lauf.ID_Projekt;1023
Sim.Restwaerme;125.313004
Sim.Reststrom;133.665375
Sim.bSimulationWP;True
Sim.bSimulationKessel;True
Sim.bSimulationSolarthermie;False
Sim.bSimulationBHKW;False
Sim.bSimulationPV;False
Sim.bSimulationSSP;False
Sim.PufferWP_vorhanden;True
Puffer.Q_max;13.92
Puffer.Ladung_gesamt;70808.7543
Puffer.Entladung_gesamt;70454.3109
Puffer.Verluste_gesamt;354.443397
Puffer.SOC_Mittel;6.39639692
Puffer.SOC_Max;13.1408749
Puffer.Vollzyklen;5086.8358
Sim.Speicher_Anzahl;1
Ergebnis.ID_Projekt;1023
Ergebnis.Bezeichner;Simulation Wöhler - Test1
Ergebnis.ID_Klimaregion;1020033
Ergebnis.Sim_Energiebedarf;True
Ergebnis.Sim_Waermepumpe;True
Ergebnis.Sim_Heizkessel;True
Ergebnis.Sim_Solarthermie;False
Ergebnis.Sim_BHKW;False
Ergebnis.Sim_PV;False
Ergebnis.Sim_Stromspeicher;False
Energiebedarf.Waermebedarf_Gesamt;389.73
Energiebedarf.Waermelast_Max;204.07
Energiebedarf.Strombedarf_Gesamt;0
Energiebedarf.Strombedarf_Max;0
Energiebedarf.Waermerestbedarf;125.31
Energiebedarf.Stromrestbedarf;133.67
Energiebedarf.Waermebedarf_Heizung;329.73
Energiebedarf.Waermebedarf_Brauchwasser;60
Energiebedarf.Waermebedarf_Prozess;0
Waermepumpe.Waermebedarf;389.73
Waermepumpe.Restwaermebedarf;191.86
Waermepumpe.Waermeproduktion_WP;109.99
Waermepumpe.Stromverbrauch_WP;45.43
Waermepumpe.Stromverbrauch_Heizstab;88.23
Waermepumpe.Kapazitaet_Pufferspeicher;13.92
Waermepumpe.Min_Spitzenkesselleistung;172.61
Waermepumpe.Waermebedarfsdeckung;50.77
Waermepumpe.Vollbenutzungsstunden;5007
Waermepumpe.Bivalenzpunkt;33.53
Waermepumpe.Deckung_Heizung;36.82
Waermepumpe.Deckung_Brauchwasser;13.95
Waermepumpe.Deckung_Prozess;0
WaermepumpeModul[0].Modul;CS6800iAW MB + AW 10 OR-T
WaermepumpeModul[0].Leistung;11
WaermepumpeModul[0].Waermeproduktion;64.03
WaermepumpeModul[0].Stromverbrauch;24.18
WaermepumpeModul[0].Heizstab;41.81
WaermepumpeModul[0].Betriebsstunden;5403.89
WaermepumpeModul[1].Modul;CS7800iLW 12
WaermepumpeModul[1].Leistung;12
WaermepumpeModul[1].Waermeproduktion;45.96
WaermepumpeModul[1].Stromverbrauch;21.26
WaermepumpeModul[1].Heizstab;46.42
WaermepumpeModul[1].Betriebsstunden;4610.11
Heizkessel.Waermebedarf;191.86
Heizkessel.Restwaermebedarf;125.31
Heizkessel.Waermeproduktion;66.55
Heizkessel.Strombedarf;133.67
Heizkessel.Reststrombedarf;133.67
Heizkessel.Waermebedarfsdeckung;17.08
Heizkessel.Stromverbrauch;0
Heizkessel.Maximale_Kesselleistung;19.3
Heizkessel.Gasspitze;22.08
Heizkessel.Gasverbrauch;78.57
Heizkessel.Oelverbrauch;0
Heizkessel.Koks;0
Heizkessel.Rapsoelverbrauch;0
Heizkessel.Holzverbrauch;0
Heizkessel.Kohle;0
Heizkessel.Sonstigverbrauch;0
Heizkessel.Pellets;0
Heizkessel.TierischeFette;0
Heizkessel.Quellwaerme;0
Heizkessel.Deckung_Heizung;15.63
Heizkessel.Deckung_Brauchwasser;1.44
Heizkessel.Deckung_Prozess;0
HeizkesselModul[0].Modul;ecoVIT VKK 186/5
HeizkesselModul[0].Waerme_Gas;66.55
HeizkesselModul[0].Waerme_Oel;0
HeizkesselModul[0].Brennstoff;
HeizkesselModul[0].Verbrauch;0
HeizkesselModul[0].Jahresnutzungsgrad;84.7
HeizkesselModul[0].carrier_id;
HeizkesselModul[0].Waermeproduktion;0
HeizkesselModul[0].Hilfsenergie;0
Pufferspeicher[0].ID_Pufferspeicher;1018023
Pufferspeicher[0].Bezeichner;Vitocell 140-E 600 Ltr
Pufferspeicher[0].Verwendung;Heizung
Pufferspeicher[0].Q_max;13.92
Pufferspeicher[0].Ladung_gesamt;70808.75
Pufferspeicher[0].Entladung_gesamt;70454.31
Pufferspeicher[0].Verluste_gesamt;354.44
Pufferspeicher[0].SOC_Ende;0
Pufferspeicher[0].SOC_Mittel;6.4
Pufferspeicher[0].SOC_Max;13.14
Pufferspeicher[0].Vollzyklen;5086.84
Pufferspeicher[0].Entladung_Heizung;70454.31
Pufferspeicher[0].Entladung_Brauchwasser;0
Pufferspeicher[0].Entladung_Prozess;0
Pufferspeicher[0].Durchsatz_Geladen;39181.69
Pufferspeicher[0].Durchsatz_Entladen;39181.69
Pufferspeicher[0].ID_Anlage;
Pufferspeicher[0].T_oben_Mittel;54.19
Pufferspeicher[0].T_oben_Min;45
Vektor.waermebedarf.Summe;389729.718
Vektor.waermebedarf_gebaeude.Summe;329729724
Vektor.waermebedarf_brauchwasser.Summe;59999.9935
Vektor.waermebedarf_prozess.Summe;0
