Groesse;Wert
Lauf.ID_Projekt;1024
Sim.Restwaerme;79.0434418
Sim.Reststrom;387.314545
Sim.bSimulationWP;True
Sim.bSimulationKessel;True
Sim.bSimulationSolarthermie;False
Sim.bSimulationBHKW;True
Sim.bSimulationPV;False
Sim.bSimulationSSP;False
Sim.PufferWP_vorhanden;False
Sim.Speicher_Anzahl;1
Ergebnis.ID_Projekt;1024
Ergebnis.Bezeichner;Simulation Wöhler - Test2
Ergebnis.ID_Klimaregion;1020034
Ergebnis.Sim_Energiebedarf;True
Ergebnis.Sim_Waermepumpe;True
Ergebnis.Sim_Heizkessel;True
Ergebnis.Sim_Solarthermie;False
Ergebnis.Sim_BHKW;True
Ergebnis.Sim_PV;False
Ergebnis.Sim_Stromspeicher;False
Energiebedarf.Waermebedarf_Gesamt;389.73
Energiebedarf.Waermelast_Max;204.07
Energiebedarf.Strombedarf_Gesamt;365
Energiebedarf.Strombedarf_Max;41.67
Energiebedarf.Waermerestbedarf;79.04
Energiebedarf.Stromrestbedarf;387.31
Energiebedarf.Waermebedarf_Heizung;329.73
Energiebedarf.Waermebedarf_Brauchwasser;60
Energiebedarf.Waermebedarf_Prozess;0
Waermepumpe.Waermebedarf;389.73
Waermepumpe.Restwaermebedarf;293.1
Waermepumpe.Waermeproduktion_WP;83.15
Waermepumpe.Stromverbrauch_WP;29.37
Waermepumpe.Stromverbrauch_Heizstab;13.49
Waermepumpe.Kapazitaet_Pufferspeicher;10.44
Waermepumpe.Min_Spitzenkesselleistung;132.41
Waermepumpe.Waermebedarfsdeckung;24.8
Waermepumpe.Vollbenutzungsstunden;6937.33
Waermepumpe.Bivalenzpunkt;20.73
Waermepumpe.Deckung_Heizung;13.87
Waermepumpe.Deckung_Brauchwasser;10.93
Waermepumpe.Deckung_Prozess;0
WaermepumpeModul[0].Modul;CS6800iAW MB + AW 10 OR-T
WaermepumpeModul[0].Leistung;11
WaermepumpeModul[0].Waermeproduktion;83.15
WaermepumpeModul[0].Stromverbrauch;29.37
WaermepumpeModul[0].Heizstab;13.49
WaermepumpeModul[0].Betriebsstunden;6937.33
BHKW.Waermebedarf;389.73
BHKW.Restwaermebedarf;228.83
BHKW.Strombedarf;365
BHKW.Reststrombedarf;291.3
BHKW.Waermeproduktion;161.44
BHKW.Waermeueberschuss;0
BHKW.Stromproduktion;73.7
BHKW.Betriebsstunden_Gesamt;3509.51
BHKW.Betriebsstunden_Durchschnitt;3509.51
BHKW.Waermebedarfsdeckung;41.29
BHKW.Strombedarfsdeckung;20.19
BHKW.Gasverbrauch;0
BHKW.Oelverbrauch;228.29
BHKW.Koks;0
BHKW.Rapsoelverbrauch;0
BHKW.Holzverbrauch;0
BHKW.Kohle;0
BHKW.Sonstigverbrauch;0
BHKW.Pellets;0
BHKW.TierischeFette;0
BHKW.VbhElektrisch;3509.51
BHKW.Deckung_Heizung;39.32
BHKW.Deckung_Brauchwasser;1.97
BHKW.Deckung_Prozess;0
BHKWModul[0].Modul;A-Tron_21_F
BHKWModul[0].Waermeproduktion;161.44
BHKWModul[0].Stromproduktion;73.7
BHKWModul[0].Brennstoff;Öl
BHKWModul[0].Verbrauch;228.29
BHKWModul[0].carrier_id;71
BHKWModul[0].VbhThermisch;3509.51
BHKWModul[0].VbhElektrisch;3509.51
BHKWModul[0].Hilfsenergie;0
Heizkessel.Waermebedarf;389.73
Heizkessel.Restwaermebedarf;336.58
Heizkessel.Waermeproduktion;53.15
Heizkessel.Strombedarf;407.86
Heizkessel.Reststrombedarf;461.01
Heizkessel.Waermebedarfsdeckung;13.64
Heizkessel.Stromverbrauch;53.15
Heizkessel.Maximale_Kesselleistung;10
Heizkessel.Gasspitze;0
Heizkessel.Gasverbrauch;0
Heizkessel.Oelverbrauch;0
Heizkessel.Koks;0
Heizkessel.Rapsoelverbrauch;0
Heizkessel.Holzverbrauch;0
Heizkessel.Kohle;0
Heizkessel.Sonstigverbrauch;0
Heizkessel.Pellets;0
Heizkessel.TierischeFette;0
Heizkessel.Quellwaerme;0
Heizkessel.Deckung_Heizung;11.13
Heizkessel.Deckung_Brauchwasser;2.5
Heizkessel.Deckung_Prozess;0
HeizkesselModul[0].Modul;eloBLOCK VE 10
HeizkesselModul[0].Waerme_Gas;53.15
HeizkesselModul[0].Waerme_Oel;0
HeizkesselModul[0].Brennstoff;
HeizkesselModul[0].Verbrauch;0
HeizkesselModul[0].Jahresnutzungsgrad;94
HeizkesselModul[0].carrier_id;
HeizkesselModul[0].Waermeproduktion;0
HeizkesselModul[0].Hilfsenergie;0
Pufferspeicher[0].ID_Pufferspeicher;1054164
Pufferspeicher[0].Bezeichner;Vitocell 140-E 600 Ltr (2)
Pufferspeicher[0].Verwendung;Brauchwasser
Pufferspeicher[0].Q_max;10.44
Pufferspeicher[0].Ladung_gesamt;8183.98
Pufferspeicher[0].Entladung_gesamt;7647.05
Pufferspeicher[0].Verluste_gesamt;527.09
Pufferspeicher[0].SOC_Ende;9.83
Pufferspeicher[0].SOC_Mittel;7.12
Pufferspeicher[0].SOC_Max;9.83
Pufferspeicher[0].Vollzyklen;783.91
Pufferspeicher[0].Entladung_Heizung;0
Pufferspeicher[0].Entladung_Brauchwasser;7647.05
Pufferspeicher[0].Entladung_Prozess;0
Pufferspeicher[0].Durchsatz_Geladen;0
Pufferspeicher[0].Durchsatz_Entladen;0
Pufferspeicher[0].ID_Anlage;
Pufferspeicher[0].T_oben_Mittel;55.23
Pufferspeicher[0].T_oben_Min;45
Vektor.waermebedarf.Summe;389729.718
Vektor.waermebedarf_gebaeude.Summe;329729724
Vektor.waermebedarf_brauchwasser.Summe;59999.9935
Vektor.waermebedarf_prozess.Summe;0
Vektor.waermebedarf_extern.Summe;0
Vektor.waermebedarf_dauerlinie.Summe;190974.685
Vektor.stundentemperatur.Summe;86502.49
Vektor.restwaerme.Summe;79043.4286
Vektor.strombedarf_viertelstunde.Summe;1460000.04
Vektor.reststrom_viertelstunde.Summe;1549258.16
Vektor.wp_waermebedarf.Summe;389729.718
Vektor.wp_produktion.Summe;83146.185
Vektor.wp_strom.Summe;29374.735
Vektor.heizstab.Summe;13488.0169
Vektor.wp_restwaerme.Summe;79043.4286
Vektor.wp_quellentemperatur.Summe;86502.49
Vektor.wp_warmwasserbedarf.Summe;59999.9935
Vektor.kessel_waermebedarf.Summe;389729.718
Vektor.kessel_leistung.Summe;53151.5084
Vektor.kessel_restwaerme.Summe;245784.97
Vektor.kessel_strom.Summe;53151.5084
Vektor.bhkw_waermebedarf.Summe;389729.718
Vektor.bhkw_waerme.Summe;161437.507
Vektor.bhkw_strom.Summe;73699.7314
Vektor.bhkw_restwaerme.Summe;228829.139
