Groesse;Wert
Lauf.ID_Projekt;1024
Sim.Restwaerme;79.0583725
Sim.Reststrom;387.387878
Sim.bSimulationWP;True
Sim.bSimulationKessel;True
Sim.bSimulationSolarthermie;False
Sim.bSimulationBHKW;True
Sim.bSimulationPV;False
Sim.bSimulationSSP;False
Sim.PufferWP_vorhanden;False
Sim.Speicher_Anzahl;1
Ergebnis.ID_Projekt;1024
Ergebnis.Bezeichner;Simulation Wöhler - Test2
Ergebnis.ID_Klimaregion;1020034
Ergebnis.Sim_Energiebedarf;True
Ergebnis.Sim_Waermepumpe;True
Ergebnis.Sim_Heizkessel;True
Ergebnis.Sim_Solarthermie;False
Ergebnis.Sim_BHKW;True
Ergebnis.Sim_PV;False
Ergebnis.Sim_Stromspeicher;False
Energiebedarf.Waermebedarf_Gesamt;389.73
Energiebedarf.Waermelast_Max;204.07
Energiebedarf.Strombedarf_Gesamt;365
Energiebedarf.Strombedarf_Max;41.67
Energiebedarf.Waermerestbedarf;79.06
Energiebedarf.Stromrestbedarf;387.39
Energiebedarf.Waermebedarf_Heizung;329.73
Energiebedarf.Waermebedarf_Brauchwasser;60
Energiebedarf.Waermebedarf_Prozess;0
Waermepumpe.Waermebedarf;389.73
Waermepumpe.Restwaermebedarf;293.11
Waermepumpe.Waermeproduktion_WP;83.12
Waermepumpe.Stromverbrauch_WP;29.4
Waermepumpe.Stromverbrauch_Heizstab;13.49
Waermepumpe.Kapazitaet_Pufferspeicher;10.44
Waermepumpe.Min_Spitzenkesselleistung;132.37
Waermepumpe.Waermebedarfsdeckung;24.79
Waermepumpe.Vollbenutzungsstunden;6936.57
Waermepumpe.Bivalenzpunkt;21.2
Waermepumpe.Deckung_Heizung;13.83
Waermepumpe.Deckung_Brauchwasser;10.96
Waermepumpe.Deckung_Prozess;0
WaermepumpeModul[0].Modul;CS6800iAW MB + AW 10 OR-T
WaermepumpeModul[0].Leistung;11
WaermepumpeModul[0].Waermeproduktion;83.12
WaermepumpeModul[0].Stromverbrauch;29.4
WaermepumpeModul[0].Heizstab;13.49
WaermepumpeModul[0].Betriebsstunden;6936.57
BHKW.Waermebedarf;389.73
BHKW.Restwaermebedarf;228.85
BHKW.Strombedarf;365
BHKW.Reststrombedarf;291.31
BHKW.Waermeproduktion;161.42
BHKW.Waermeueberschuss;0
BHKW.Stromproduktion;73.69
BHKW.Betriebsstunden_Gesamt;3509.04
BHKW.Betriebsstunden_Durchschnitt;3509.04
BHKW.Waermebedarfsdeckung;41.28
BHKW.Strombedarfsdeckung;20.19
BHKW.Gasverbrauch;0
BHKW.Oelverbrauch;228.26
BHKW.Koks;0
BHKW.Rapsoelverbrauch;0
BHKW.Holzverbrauch;0
BHKW.Kohle;0
BHKW.Sonstigverbrauch;0
BHKW.Pellets;0
BHKW.TierischeFette;0
BHKW.VbhElektrisch;3509.03
BHKW.Deckung_Heizung;39.35
BHKW.Deckung_Brauchwasser;1.93
BHKW.Deckung_Prozess;0
BHKWModul[0].Modul;A-Tron_21_F
BHKWModul[0].Waermeproduktion;161.42
BHKWModul[0].Stromproduktion;73.69
BHKWModul[0].Brennstoff;Öl
BHKWModul[0].Verbrauch;228.26
BHKWModul[0].carrier_id;71
BHKWModul[0].VbhThermisch;3509.04
BHKWModul[0].VbhElektrisch;3509.03
BHKWModul[0].Hilfsenergie;0
Heizkessel.Waermebedarf;389.73
Heizkessel.Restwaermebedarf;336.55
Heizkessel.Waermeproduktion;53.18
Heizkessel.Strombedarf;407.9
Heizkessel.Reststrombedarf;461.08
Heizkessel.Waermebedarfsdeckung;13.65
Heizkessel.Stromverbrauch;53.18
Heizkessel.Maximale_Kesselleistung;10
Heizkessel.Gasspitze;0
Heizkessel.Gasverbrauch;0
Heizkessel.Oelverbrauch;0
Heizkessel.Koks;0
Heizkessel.Rapsoelverbrauch;0
Heizkessel.Holzverbrauch;0
Heizkessel.Kohle;0
Heizkessel.Sonstigverbrauch;0
Heizkessel.Pellets;0
Heizkessel.TierischeFette;0
Heizkessel.Quellwaerme;0
Heizkessel.Deckung_Heizung;11.14
Heizkessel.Deckung_Brauchwasser;2.5
Heizkessel.Deckung_Prozess;0
HeizkesselModul[0].Modul;eloBLOCK VE 10
HeizkesselModul[0].Waerme_Gas;53.18
HeizkesselModul[0].Waerme_Oel;0
HeizkesselModul[0].Brennstoff;
HeizkesselModul[0].Verbrauch;0
HeizkesselModul[0].Jahresnutzungsgrad;94
HeizkesselModul[0].carrier_id;
HeizkesselModul[0].Waermeproduktion;0
HeizkesselModul[0].Hilfsenergie;0
Pufferspeicher[0].ID_Pufferspeicher;1054164
Pufferspeicher[0].Bezeichner;Vitocell 140-E 600 Ltr (2)
Pufferspeicher[0].Verwendung;Brauchwasser
Pufferspeicher[0].Q_max;10.44
Pufferspeicher[0].Ladung_gesamt;8051.35
Pufferspeicher[0].Entladung_gesamt;7512.52
Pufferspeicher[0].Verluste_gesamt;528.99
Pufferspeicher[0].SOC_Ende;9.83
Pufferspeicher[0].SOC_Mittel;7.14
Pufferspeicher[0].SOC_Max;9.83
Pufferspeicher[0].Vollzyklen;771.2
Pufferspeicher[0].Entladung_Heizung;0
Pufferspeicher[0].Entladung_Brauchwasser;7512.52
Pufferspeicher[0].Entladung_Prozess;0
Pufferspeicher[0].Durchsatz_Geladen;0
Pufferspeicher[0].Durchsatz_Entladen;0
Pufferspeicher[0].ID_Anlage;
Pufferspeicher[0].T_oben_Mittel;55.27
Pufferspeicher[0].T_oben_Min;45
