Groesse;Wert
Lauf.ID_Projekt;1045
Sim.Restwaerme;0
Sim.Reststrom;24.55089
Sim.bSimulationWP;True
Sim.bSimulationKessel;True
Sim.bSimulationSolarthermie;False
Sim.bSimulationBHKW;False
Sim.bSimulationPV;True
Sim.bSimulationSSP;False
Sim.PufferWP_vorhanden;True
Puffer.Q_max;45.994
Puffer.Ladung_gesamt;61671.4463
Puffer.Entladung_gesamt;59311.7264
Puffer.Verluste_gesamt;2316.28997
Puffer.SOC_Mittel;43.429882
Puffer.SOC_Max;43.429882
Puffer.Vollzyklen;1340.85851
Sim.Speicher_Anzahl;2
Ergebnis.ID_Projekt;1045
Ergebnis.Bezeichner;Simulation Prüfprojekt Ost/West Stränge
Ergebnis.ID_Klimaregion;1020055
Ergebnis.Sim_Energiebedarf;True
Ergebnis.Sim_Waermepumpe;True
Ergebnis.Sim_Heizkessel;True
Ergebnis.Sim_Solarthermie;False
Ergebnis.Sim_BHKW;False
Ergebnis.Sim_PV;True
Ergebnis.Sim_Stromspeicher;False
Energiebedarf.Waermebedarf_Gesamt;64.31
Energiebedarf.Waermelast_Max;38.6
Energiebedarf.Strombedarf_Gesamt;8
Energiebedarf.Strombedarf_Max;3.72
Energiebedarf.Waermerestbedarf;0
Energiebedarf.Stromrestbedarf;24.55
Energiebedarf.Waermebedarf_Heizung;59.31
Energiebedarf.Waermebedarf_Brauchwasser;5
Energiebedarf.Waermebedarf_Prozess;0
Waermepumpe.Waermebedarf;64.31
Waermepumpe.Restwaermebedarf;15.54
Waermepumpe.Waermeproduktion_WP;51.7
Waermepumpe.Stromverbrauch_WP;19.42
Waermepumpe.Stromverbrauch_Heizstab;0
Waermepumpe.Kapazitaet_Pufferspeicher;80.79
Waermepumpe.Min_Spitzenkesselleistung;0
Waermepumpe.Waermebedarfsdeckung;75.84
Waermepumpe.Vollbenutzungsstunden;4379.86
Waermepumpe.Bivalenzpunkt;
Waermepumpe.Deckung_Heizung;70.72
Waermepumpe.Deckung_Brauchwasser;5.12
Waermepumpe.Deckung_Prozess;0
WaermepumpeModul[0].Modul;CS6800iAW MB + AW 10 OR-T
WaermepumpeModul[0].Leistung;11
WaermepumpeModul[0].Waermeproduktion;51.7
WaermepumpeModul[0].Stromverbrauch;19.42
WaermepumpeModul[0].Heizstab;0
WaermepumpeModul[0].Betriebsstunden;4379.86
Heizkessel.Waermebedarf;64.31
Heizkessel.Restwaermebedarf;48.78
Heizkessel.Waermeproduktion;16.16
Heizkessel.Strombedarf;27.42
Heizkessel.Reststrombedarf;27.42
Heizkessel.Waermebedarfsdeckung;24.16
Heizkessel.Stromverbrauch;0
Heizkessel.Maximale_Kesselleistung;80
Heizkessel.Gasspitze;70.54
Heizkessel.Gasverbrauch;16.16
Heizkessel.Oelverbrauch;0
Heizkessel.Koks;0
Heizkessel.Rapsoelverbrauch;0
Heizkessel.Holzverbrauch;0
Heizkessel.Kohle;0
Heizkessel.Sonstigverbrauch;0
Heizkessel.Pellets;0
Heizkessel.TierischeFette;0
Heizkessel.Quellwaerme;0
Heizkessel.Deckung_Heizung;21.5
Heizkessel.Deckung_Brauchwasser;2.66
Heizkessel.Deckung_Prozess;0
HeizkesselModul[0].Modul;Vitocrossal 200 CM2 raumluftabh�ngig
HeizkesselModul[0].Waerme_Gas;16.16
HeizkesselModul[0].Waerme_Oel;0
HeizkesselModul[0].Brennstoff;
HeizkesselModul[0].Verbrauch;0
HeizkesselModul[0].Jahresnutzungsgrad;100
HeizkesselModul[0].carrier_id;63
HeizkesselModul[0].Waermeproduktion;0
HeizkesselModul[0].Hilfsenergie;0
Photovoltaik.Strombedarf;27.42
Photovoltaik.Reststrombedarf;24.55
Photovoltaik.Stromproduktion;2.87
Photovoltaik.Strombedarfsdeckung;10.47
Photovoltaik.Ueberschuss;0.68
Photovoltaik.MaxSolareLeistung;940.79
PhotovoltaikModul[0].Modul;PV Ost/West an einem Wechselrichter
PhotovoltaikModul[0].Flaeche;19.52
PhotovoltaikModul[0].Anzahl;12
PhotovoltaikModul[0].Stromproduktion;3.55
Pufferspeicher[0].ID_Pufferspeicher;1054212
Pufferspeicher[0].Bezeichner;Puffer 3000Ltr
Pufferspeicher[0].Verwendung;Heizung
Pufferspeicher[0].Q_max;45.99
Pufferspeicher[0].Ladung_gesamt;61671.45
Pufferspeicher[0].Entladung_gesamt;59311.73
Pufferspeicher[0].Verluste_gesamt;2316.29
Pufferspeicher[0].SOC_Ende;43.43
Pufferspeicher[0].SOC_Mittel;43.43
Pufferspeicher[0].SOC_Max;43.43
Pufferspeicher[0].Vollzyklen;1340.86
Pufferspeicher[0].Entladung_Heizung;59311.73
Pufferspeicher[0].Entladung_Brauchwasser;0
