Groesse;Wert
Lauf.ID_Projekt;1029
Sim.Restwaerme;0
Sim.Reststrom;16.9797134
Sim.bSimulationWP;True
Sim.bSimulationKessel;True
Sim.bSimulationSolarthermie;False
Sim.bSimulationBHKW;False
Sim.bSimulationPV;True
Sim.bSimulationSSP;True
Sim.PufferWP_vorhanden;False
Sim.Speicher_Anzahl;1
Erdreich.Anzahl;1
Erdreich[0].ID_Anlage;11323
Erdreich[0].Modul;CS7800iLW 16
Erdreich[0].Unwirksam;False
Erdreich[0].MaxEntzugBelastbar;True
Erdreich[0].MaxEntzugGeschaetzt;False
Erdreich[0].InklSpeicherladung;False
Erdreich[0].JahresentzugKWh;48312.0938
Erdreich[0].MaxEntzugW;15229.8813
Erdreich[0].VolllastStunden;3172.1911
Erdreich[0].BetriebsStunden;8760
Erdreich[0].FrostStunden;0
Erdreich[0].FrostWarnung;False
Erdreich[0].Pruefung_Moeglich;True
Erdreich[0].Pruefung_Warnung;True
Ergebnis.ID_Projekt;1029
Ergebnis.Bezeichner;Simulation Beispiel WP WG 1 - Erdwärme
Ergebnis.ID_Klimaregion;1020039
Ergebnis.Sim_Energiebedarf;True
Ergebnis.Sim_Waermepumpe;True
Ergebnis.Sim_Heizkessel;True
Ergebnis.Sim_Solarthermie;False
Ergebnis.Sim_BHKW;False
Ergebnis.Sim_PV;True
Ergebnis.Sim_Stromspeicher;True
Energiebedarf.Waermebedarf_Gesamt;64.31
Energiebedarf.Waermelast_Max;38.6
Energiebedarf.Strombedarf_Gesamt;8
Energiebedarf.Strombedarf_Max;3.72
Energiebedarf.Waermerestbedarf;0
Energiebedarf.Stromrestbedarf;16.98
Energiebedarf.Waermebedarf_Heizung;59.31
Energiebedarf.Waermebedarf_Brauchwasser;5
Energiebedarf.Waermebedarf_Prozess;0
Waermepumpe.Waermebedarf;64.31
Waermepumpe.Restwaermebedarf;2.47
Waermepumpe.Waermeproduktion_WP;62.62
Waermepumpe.Stromverbrauch_WP;14.31
Waermepumpe.Stromverbrauch_Heizstab;0
Waermepumpe.Kapazitaet_Pufferspeicher;9.02
Waermepumpe.Min_Spitzenkesselleistung;18.86
Waermepumpe.Waermebedarfsdeckung;96.17
Waermepumpe.Vollbenutzungsstunden;3172.19
Waermepumpe.Bivalenzpunkt;4.84
Waermepumpe.Deckung_Heizung;88.84
Waermepumpe.Deckung_Brauchwasser;7.32
Waermepumpe.Deckung_Prozess;0
WaermepumpeModul[0].Modul;CS7800iLW 16
WaermepumpeModul[0].Leistung;15
WaermepumpeModul[0].Waermeproduktion;62.62
WaermepumpeModul[0].Stromverbrauch;14.31
WaermepumpeModul[0].Heizstab;0
WaermepumpeModul[0].Betriebsstunden;3172.19
Heizkessel.Waermebedarf;2.47
Heizkessel.Restwaermebedarf;0
Heizkessel.Waermeproduktion;2.47
Heizkessel.Strombedarf;22.31
Heizkessel.Reststrombedarf;22.31
Heizkessel.Waermebedarfsdeckung;3.83
Heizkessel.Stromverbrauch;0
Heizkessel.Maximale_Kesselleistung;80
Heizkessel.Gasspitze;18.86
Heizkessel.Gasverbrauch;2.47
Heizkessel.Oelverbrauch;0
Heizkessel.Koks;0
Heizkessel.Rapsoelverbrauch;0
Heizkessel.Holzverbrauch;0
Heizkessel.Kohle;0
Heizkessel.Sonstigverbrauch;0
Heizkessel.Pellets;0
Heizkessel.TierischeFette;0
Heizkessel.Quellwaerme;0
Heizkessel.Deckung_Heizung;3.38
Heizkessel.Deckung_Brauchwasser;0.45
Heizkessel.Deckung_Prozess;0
HeizkesselModul[0].Modul;Vitocrossal 200 CM2 raumluftabh�ngig
HeizkesselModul[0].Waerme_Gas;2.47
HeizkesselModul[0].Waerme_Oel;0
HeizkesselModul[0].Brennstoff;
HeizkesselModul[0].Verbrauch;0
HeizkesselModul[0].Jahresnutzungsgrad;100
HeizkesselModul[0].carrier_id;63
HeizkesselModul[0].Waermeproduktion;0
HeizkesselModul[0].Hilfsenergie;0
Photovoltaik.Strombedarf;22.31
Photovoltaik.Reststrombedarf;16.98
Photovoltaik.Stromproduktion;4.16
Photovoltaik.Strombedarfsdeckung;18.63
Photovoltaik.Ueberschuss;1.26
Photovoltaik.MaxSolareLeistung;1058.9
PhotovoltaikModul[0].Modul;Jinkosolar JKM 260P-60
PhotovoltaikModul[0].Flaeche;32.74
PhotovoltaikModul[0].Anzahl;20
PhotovoltaikModul[0].Stromproduktion;6.71
Pufferspeicher[0].ID_Pufferspeicher;1054167
Pufferspeicher[0].Bezeichner;allSTOR exclusiv VPS 800/3-7
Pufferspeicher[0].Verwendung;Kombi
Pufferspeicher[0].Q_max;9.02
Pufferspeicher[0].Ladung_gesamt;34435.25
Pufferspeicher[0].Entladung_gesamt;33664.53
Pufferspeicher[0].Verluste_gesamt;762.25
Pufferspeicher[0].SOC_Ende;8.48
Pufferspeicher[0].SOC_Mittel;7.77
Pufferspeicher[0].SOC_Max;8.48
Pufferspeicher[0].Vollzyklen;3815.63
Pufferspeicher[0].Entladung_Heizung;28977.87
Pufferspeicher[0].Entladung_Brauchwasser;4686.65
Pufferspeicher[0].Entladung_Prozess;0
Pufferspeicher[0].Durchsatz_Geladen;24.29
Pufferspeicher[0].Durchsatz_Entladen;24.29
Pufferspeicher[0].ID_Anlage;
Pufferspeicher[0].T_oben_Mittel;43.61
Pufferspeicher[0].T_oben_Min;35
Vektor.waermebedarf.Summe;64314.8197
Vektor.waermebedarf_gebaeude.Summe;59314814.5
Vektor.waermebedarf_brauchwasser.Summe;5000.00529
Vektor.waermebedarf_prozess.Summe;0
Vektor.waermebedarf_extern.Summe;0
Vektor.waermebedarf_dauerlinie.Summe;166615.072
Vektor.stundentemperatur.Summe;86502.49
Vektor.restwaerme.Summe;0
Vektor.strombedarf_viertelstunde.Summe;32000.014
Vektor.reststrom_viertelstunde.Summe;67918.8518
Vektor.wp_waermebedarf.Summe;64314.8197
Vektor.wp_produktion.Summe;62619.4933
Vektor.wp_strom.Summe;14307.3995
Vektor.heizstab.Summe;0
Vektor.wp_restwaerme.Summe;2466.05383
Vektor.wp_quellentemperatur.Summe;86502.49
Vektor.wp_warmwasserbedarf.Summe;5000.00529
Vektor.kessel_waermebedarf.Summe;2466.05381
Vektor.kessel_leistung.Summe;2466.05381
Vektor.kessel_restwaerme.Summe;0
Vektor.kessel_strom.Summe;0
Vektor.pv_produktion.Summe;4155.00603
Vektor.pv_produktion_theoretisch.Summe;6713.37239
Vektor.pv_ueberschuss.Summe;2558.36636
Vektor.pv_reststrom.Summe;18152.397
Vektor.pv_strombedarf.Summe;22307.403
Vektor.ssp_gespeichert_viertelstunde.Summe;79060.6984
Vektor.pv_speicherfuellstand.Summe;19765.1746
