Groesse;Wert
Lauf.ID_Projekt;1010
Sim.Restwaerme;0
Sim.Reststrom;5.4473052
Sim.bSimulationWP;True
Sim.bSimulationKessel;False
Sim.bSimulationSolarthermie;False
Sim.bSimulationBHKW;False
Sim.bSimulationPV;False
Sim.bSimulationSSP;False
Sim.PufferWP_vorhanden;False
Ergebnis.ID_Projekt;1010
Ergebnis.Bezeichner;Simulation Kurs EE
Ergebnis.ID_Klimaregion;1010001
Ergebnis.Sim_Energiebedarf;True
Ergebnis.Sim_Waermepumpe;True
Ergebnis.Sim_Heizkessel;False
Ergebnis.Sim_Solarthermie;False
Ergebnis.Sim_BHKW;False
Ergebnis.Sim_PV;False
Ergebnis.Sim_Stromspeicher;False
Energiebedarf.Waermebedarf_Gesamt;11.5
Energiebedarf.Waermelast_Max;7.61
Energiebedarf.Strombedarf_Gesamt;0
Energiebedarf.Strombedarf_Max;0
Energiebedarf.Waermerestbedarf;0
Energiebedarf.Stromrestbedarf;5.45
Waermepumpe.Waermebedarf;11.5
Waermepumpe.Restwaermebedarf;0
Waermepumpe.Waermeproduktion_WP;11.5
Waermepumpe.Stromverbrauch_WP;5.45
Waermepumpe.Stromverbrauch_Heizstab;0
Waermepumpe.Kapazitaet_Pufferspeicher;11.6
Waermepumpe.Min_Spitzenkesselleistung;0
Waermepumpe.Waermebedarfsdeckung;100
Waermepumpe.Vollbenutzungsstunden;943.73
Waermepumpe.Bivalenzpunkt;
WaermepumpeModul[0].Modul;CS6800iAW MB + AW 12 OR-T
WaermepumpeModul[0].Leistung;12
WaermepumpeModul[0].Waermeproduktion;11.5
WaermepumpeModul[0].Stromverbrauch;5.45
WaermepumpeModul[0].Heizstab;0
WaermepumpeModul[0].Betriebsstunden;943.73
Vektor.waermebedarf.Summe;11500.0571
Vektor.waermebedarf_gebaeude.Summe;11500057.1
Vektor.waermebedarf_brauchwasser.Summe;0
Vektor.waermebedarf_prozess.Summe;0
Vektor.waermebedarf_extern.Summe;0
Vektor.waermebedarf_dauerlinie.Summe;151172.762
Vektor.stundentemperatur.Summe;86502.49
Vektor.restwaerme.Summe;0
Vektor.strombedarf_viertelstunde.Summe;0
Vektor.reststrom_viertelstunde.Summe;21789.2204
Vektor.wp_waermebedarf.Summe;11500.0571
Vektor.wp_produktion.Summe;11500.0571
Vektor.wp_strom.Summe;5447.30511
Vektor.heizstab.Summe;0
Vektor.wp_restwaerme.Summe;0
Vektor.wp_quellentemperatur.Summe;86502.49
Vektor.wp_warmwasserbedarf.Summe;0
