Groesse;Wert
Lauf.ID_Projekt;1008
Sim.Restwaerme;2.80430293
Sim.Reststrom;10322.334
Sim.bSimulationWP;True
Sim.bSimulationKessel;False
Sim.bSimulationSolarthermie;False
Sim.bSimulationBHKW;False
Sim.bSimulationPV;False
Sim.bSimulationSSP;False
Sim.PufferWP_vorhanden;True
Puffer.Q_max;6.96
Puffer.Ladung_gesamt;28448.3388
Puffer.Entladung_gesamt;27795.4462
Puffer.Verluste_gesamt;646.363693
Puffer.SOC_Mittel;5.7953482
Puffer.SOC_Max;6.52887487
Puffer.Vollzyklen;4087.405
Sim.Speicher_Anzahl;1
Ergebnis.ID_Projekt;1008
Ergebnis.Bezeichner;Simulation Heinestr 15
Ergebnis.ID_Klimaregion;1008001
Ergebnis.Sim_Energiebedarf;True
Ergebnis.Sim_Waermepumpe;True
Ergebnis.Sim_Heizkessel;False
Ergebnis.Sim_Solarthermie;False
Ergebnis.Sim_BHKW;False
Ergebnis.Sim_PV;False
Ergebnis.Sim_Stromspeicher;False
Energiebedarf.Waermebedarf_Gesamt;54.88
Energiebedarf.Waermelast_Max;37.76
Energiebedarf.Strombedarf_Gesamt;10310.17
Energiebedarf.Strombedarf_Max;4178.2
Energiebedarf.Waermerestbedarf;2.8
Energiebedarf.Stromrestbedarf;10322.33
Waermepumpe.Waermebedarf;54.88
Waermepumpe.Restwaermebedarf;2.8
Waermepumpe.Waermeproduktion_WP;52.73
Waermepumpe.Stromverbrauch_WP;12.16
Waermepumpe.Stromverbrauch_Heizstab;0
Waermepumpe.Kapazitaet_Pufferspeicher;6.96
Waermepumpe.Min_Spitzenkesselleistung;20.53
Waermepumpe.Waermebedarfsdeckung;94.89
Waermepumpe.Vollbenutzungsstunden;1696.73
Waermepumpe.Bivalenzpunkt;6.11
WaermepumpeModul[0].Modul;CS7800iLW 16
WaermepumpeModul[0].Leistung;15
WaermepumpeModul[0].Waermeproduktion;50.17
WaermepumpeModul[0].Stromverbrauch;11.21
WaermepumpeModul[0].Heizstab;0
WaermepumpeModul[0].Betriebsstunden;2957.68
WaermepumpeModul[1].Modul;CS5800i AW 12 M + AW 5 OR-S
WaermepumpeModul[1].Leistung;3
WaermepumpeModul[1].Waermeproduktion;2.56
WaermepumpeModul[1].Stromverbrauch;0.95
WaermepumpeModul[1].Heizstab;0
WaermepumpeModul[1].Betriebsstunden;435.78
Pufferspeicher[0].ID_Pufferspeicher;1008007
Pufferspeicher[0].Bezeichner;Vitocell 140-E 600 Liter
Pufferspeicher[0].Verwendung;Heizung
Pufferspeicher[0].Q_max;6.96
Pufferspeicher[0].Ladung_gesamt;28448.34
Pufferspeicher[0].Entladung_gesamt;27795.45
Pufferspeicher[0].Verluste_gesamt;646.36
Pufferspeicher[0].SOC_Ende;6.53
Pufferspeicher[0].SOC_Mittel;5.8
Pufferspeicher[0].SOC_Max;6.53
Pufferspeicher[0].Vollzyklen;4087.4
Vektor.waermebedarf.Summe;54881.2365
Vektor.waermebedarf_gebaeude.Summe;54881236.6
Vektor.waermebedarf_brauchwasser.Summe;0
Vektor.waermebedarf_prozess.Summe;0
Vektor.waermebedarf_extern.Summe;0
Vektor.waermebedarf_dauerlinie.Summe;145361.134
Vektor.stundentemperatur.Summe;86502.49
Vektor.restwaerme.Summe;2804.30346
Vektor.strombedarf_viertelstunde.Summe;41240684.8
Vektor.reststrom_viertelstunde.Summe;41289336.6
Vektor.wp_waermebedarf.Summe;54881.2365
Vektor.wp_produktion.Summe;52729.826
Vektor.wp_strom.Summe;12162.966
Vektor.heizstab.Summe;0
Vektor.wp_restwaerme.Summe;2804.30346
Vektor.wp_quellentemperatur.Summe;86502.49
Vektor.wp_warmwasserbedarf.Summe;0
Vektor.puffer_soc.Summe;50767.2502
Vektor.puffer_ladung.Summe;28448.3391
Vektor.puffer_entladung.Summe;27795.4461
