Groesse;Wert
Lauf.ID_Projekt;1024
Sim.Restwaerme;166.364337
Sim.Reststrom;361.403163
Sim.bSimulationWP;True
Sim.bSimulationKessel;True
Sim.bSimulationSolarthermie;False
Sim.bSimulationBHKW;True
Sim.bSimulationPV;False
Sim.bSimulationSSP;False
Sim.PufferWP_vorhanden;False
Sim.Speicher_Anzahl;1
Geb[0].ID_Gebaeude;10629
Geb[0].Modell;VDI6007
Geb[0].JahresheizwaermeMwh;450.556491
Geb[0].SpitzeKw;308.508415
Geb[0].SpitzeTagesmittelKw;186.878919
Geb[0].Spitze95Kw;160.520959
Geb[0].KuehlenergieMwh;29.1175968
Geb[0].StundenMitKuehlbedarf;783
Geb[0].MittlereRaumtemperaturHeizzeit;20.9553995
Geb[0].Ueberhitzungsstunden;628
Em.Kessel.Co2T;28.4845174
Em.Kessel.So2Kg;10.1730419
Em.Kessel.NoxKg;14.2422587
Em.Kessel.CoKg;0
Em.Kessel.StaubKg;0.610382516
Em.Bhkw.Co2T;91.9939202
Em.Bhkw.So2Kg;59.3509162
Em.Bhkw.NoxKg;44.5131872
Em.Bhkw.CoKg;0
Em.Bhkw.StaubKg;2.37403665
Ergebnis.ID_Projekt;1024
Ergebnis.Bezeichner;Simulation Wöhler - Test2
Ergebnis.ID_Klimaregion;1020034
Ergebnis.Sim_Energiebedarf;True
Ergebnis.Sim_Waermepumpe;True
Ergebnis.Sim_Heizkessel;True
Ergebnis.Sim_Solarthermie;False
Ergebnis.Sim_BHKW;True
Ergebnis.Sim_PV;False
Ergebnis.Sim_Stromspeicher;False
Energiebedarf.Waermebedarf_Gesamt;510.56
Energiebedarf.Waermelast_Max;311.78
Energiebedarf.Strombedarf_Gesamt;365
Energiebedarf.Strombedarf_Max;41.67
Energiebedarf.Waermerestbedarf;166.36
Energiebedarf.Stromrestbedarf;361.4
Energiebedarf.Waermebedarf_Heizung;450.56
Energiebedarf.Waermebedarf_Brauchwasser;60
Energiebedarf.Waermebedarf_Prozess;0
Waermepumpe.Waermebedarf;510.56
Waermepumpe.Restwaermebedarf;423.5
Waermepumpe.Waermeproduktion_WP;67.73
Waermepumpe.Stromverbrauch_WP;25.07
Waermepumpe.Stromverbrauch_Heizstab;19.32
Waermepumpe.Kapazitaet_Pufferspeicher;10.44
Waermepumpe.Min_Spitzenkesselleistung;241.97
Waermepumpe.Waermebedarfsdeckung;17.05
Waermepumpe.Vollbenutzungsstunden;5705.45
Waermepumpe.Bivalenzpunkt;14.61
Waermepumpe.Deckung_Heizung;11.09
Waermepumpe.Deckung_Brauchwasser;5.96
Waermepumpe.Deckung_Prozess;0
WaermepumpeModul[0].Modul;CS6800iAW MB + AW 10 OR-T
WaermepumpeModul[0].Leistung;11
WaermepumpeModul[0].Waermeproduktion;67.73
WaermepumpeModul[0].Stromverbrauch;25.07
WaermepumpeModul[0].Heizstab;19.32
WaermepumpeModul[0].Betriebsstunden;5705.45
BHKW.Waermebedarf;510.56
BHKW.Restwaermebedarf;301.23
BHKW.Strombedarf;365
BHKW.Reststrombedarf;269.2
BHKW.Waermeproduktion;209.85
BHKW.Waermeueberschuss;0
BHKW.Stromproduktion;95.8
BHKW.Betriebsstunden_Gesamt;4562.05
BHKW.Betriebsstunden_Durchschnitt;4562.05
BHKW.Waermebedarfsdeckung;41
BHKW.Strombedarfsdeckung;26.25
BHKW.Gasverbrauch;0
BHKW.Oelverbrauch;296.75
BHKW.Koks;0
BHKW.Rapsoelverbrauch;0
BHKW.Holzverbrauch;0
BHKW.Kohle;0
BHKW.Sonstigverbrauch;0
BHKW.Pellets;0
BHKW.TierischeFette;0
BHKW.VbhElektrisch;4562.05
BHKW.Deckung_Heizung;36.17
BHKW.Deckung_Brauchwasser;4.83
BHKW.Deckung_Prozess;0
BHKWModul[0].Modul;A-Tron_21_F
BHKWModul[0].Waermeproduktion;209.85
BHKWModul[0].Stromproduktion;95.8
BHKWModul[0].Brennstoff;Öl
BHKWModul[0].Verbrauch;296.75
BHKWModul[0].carrier_id;71
BHKWModul[0].VbhThermisch;4562.05
BHKWModul[0].VbhElektrisch;4562.05
BHKWModul[0].Hilfsenergie;0
Heizkessel.Waermebedarf;510.56
Heizkessel.Restwaermebedarf;462.74
Heizkessel.Waermeproduktion;47.81
Heizkessel.Strombedarf;409.39
Heizkessel.Reststrombedarf;457.21
Heizkessel.Waermebedarfsdeckung;9.36
Heizkessel.Stromverbrauch;47.81
Heizkessel.Maximale_Kesselleistung;10
Heizkessel.Gasspitze;0
Heizkessel.Gasverbrauch;0
Heizkessel.Oelverbrauch;0
Heizkessel.Koks;0
Heizkessel.Rapsoelverbrauch;0
Heizkessel.Holzverbrauch;0
Heizkessel.Kohle;0
Heizkessel.Sonstigverbrauch;0
Heizkessel.Pellets;0
Heizkessel.TierischeFette;0
Heizkessel.Quellwaerme;0
Heizkessel.Deckung_Heizung;8.41
Heizkessel.Deckung_Brauchwasser;0.96
Heizkessel.Deckung_Prozess;0
HeizkesselModul[0].Modul;eloBLOCK VE 10
HeizkesselModul[0].Waerme_Gas;47.81
HeizkesselModul[0].Waerme_Oel;0
HeizkesselModul[0].Brennstoff;Strom
HeizkesselModul[0].Verbrauch;0
HeizkesselModul[0].Jahresnutzungsgrad;94
HeizkesselModul[0].carrier_id;
HeizkesselModul[0].Waermeproduktion;47.81
HeizkesselModul[0].Hilfsenergie;0
Pufferspeicher[0].ID_Pufferspeicher;1054164
Pufferspeicher[0].Bezeichner;Vitocell 140-E 600 Ltr (2)
Pufferspeicher[0].Verwendung;Brauchwasser
Pufferspeicher[0].Q_max;10.44
Pufferspeicher[0].Ladung_gesamt;25181.8
Pufferspeicher[0].Entladung_gesamt;24649.39
Pufferspeicher[0].Verluste_gesamt;522.57
Pufferspeicher[0].SOC_Ende;9.83
Pufferspeicher[0].SOC_Mittel;7.06
Pufferspeicher[0].SOC_Max;9.83
Pufferspeicher[0].Vollzyklen;2412.05
Pufferspeicher[0].Entladung_Heizung;0
Pufferspeicher[0].Entladung_Brauchwasser;24649.39
Pufferspeicher[0].Entladung_Prozess;0
Pufferspeicher[0].Durchsatz_Geladen;0
Pufferspeicher[0].Durchsatz_Entladen;0
Pufferspeicher[0].ID_Anlage;
Pufferspeicher[0].T_oben_Mittel;55.14
Pufferspeicher[0].T_oben_Min;45
Vektor.waermebedarf.Summe;510556.491
Vektor.waermebedarf_gebaeude.Summe;450556491
Vektor.waermebedarf_brauchwasser.Summe;60000
Vektor.waermebedarf_prozess.Summe;0
Vektor.waermebedarf_extern.Summe;0
Vektor.waermebedarf_dauerlinie.Summe;163752.745
Vektor.stundentemperatur.Summe;86493.64
Vektor.raumtemperatur_0.Summe;179023.215
Vektor.operative_temperatur_0.Summe;177770.614
Vektor.kuehlbedarf_0.Summe;29117.5968
Vektor.restwaerme.Summe;166364.337
Vektor.strombedarf_viertelstunde.Summe;1460000
Vektor.reststrom_viertelstunde.Summe;1445612.65
Vektor.wp_waermebedarf.Summe;510556.491
Vektor.wp_produktion.Summe;67733.4554
Vektor.wp_strom.Summe;25069.2733
Vektor.heizstab.Summe;19323.6013
Vektor.wp_restwaerme.Summe;166364.337
Vektor.wp_quellentemperatur.Summe;86493.64
Vektor.wp_warmwasserbedarf.Summe;60000
Vektor.kessel_waermebedarf.Summe;510556.491
Vektor.kessel_leistung.Summe;47813.2971
Vektor.kessel_restwaerme.Summe;370360.352
Vektor.kessel_strom.Summe;47813.2971
Vektor.bhkw_waermebedarf.Summe;510556.491
Vektor.bhkw_waerme.Summe;209854.21
Vektor.bhkw_strom.Summe;95803.0088
Vektor.bhkw_restwaerme.Summe;301234.69
