Groesse;Wert
Lauf.ID_Projekt;1018
Sim.Restwaerme;0.00182780546
Sim.Reststrom;0
Sim.bSimulationWP;False
Sim.bSimulationKessel;True
Sim.bSimulationSolarthermie;False
Sim.bSimulationBHKW;True
Sim.bSimulationPV;False
Sim.bSimulationSSP;False
Sim.PufferWP_vorhanden;True
Puffer.Q_max;11.194
Puffer.Ladung_gesamt;36737.4394
Puffer.Entladung_gesamt;35570.7537
Puffer.Verluste_gesamt;1156.18355
Puffer.SOC_Mittel;10.4843052
Puffer.SOC_Max;10.5020917
Puffer.Vollzyklen;3281.88667
Sim.Speicher_Anzahl;1
Geb[0].ID_Gebaeude;10632
Geb[0].Modell;VDI6007
Geb[0].JahresheizwaermeMwh;68.2515283
Geb[0].SpitzeKw;37.3592569
Geb[0].SpitzeTagesmittelKw;24.1330346
Geb[0].Spitze95Kw;22.931471
Geb[0].MittlereRaumtemperaturHeizzeit;20.6616237
Geb[0].Ueberhitzungsstunden;233
Em.Kessel.Co2T;2.66228325
Em.Kessel.So2Kg;0.00332785407
Em.Kessel.NoxKg;1.22021316
Em.Kessel.CoKg;0
Em.Kessel.StaubKg;0.00554642345
Em.Bhkw.Co2T;22.338815
Em.Bhkw.So2Kg;0.0279235187
Em.Bhkw.NoxKg;10.2386235
Em.Bhkw.CoKg;0
Em.Bhkw.StaubKg;0.0465391979
Ergebnis.ID_Projekt;1018
Ergebnis.Bezeichner;Simulation BHKW Test München
Ergebnis.ID_Klimaregion;1018047
Ergebnis.Sim_Energiebedarf;True
Ergebnis.Sim_Waermepumpe;False
Ergebnis.Sim_Heizkessel;True
Ergebnis.Sim_Solarthermie;False
Ergebnis.Sim_BHKW;True
Ergebnis.Sim_PV;False
Ergebnis.Sim_Stromspeicher;False
Energiebedarf.Waermebedarf_Gesamt;68.25
Energiebedarf.Waermelast_Max;37.36
Energiebedarf.Strombedarf_Gesamt;0
Energiebedarf.Strombedarf_Max;0
Energiebedarf.Waermerestbedarf;0
Energiebedarf.Stromrestbedarf;0
Energiebedarf.Waermebedarf_Heizung;68.25
Energiebedarf.Waermebedarf_Brauchwasser;0
Energiebedarf.Waermebedarf_Prozess;0
BHKW.Waermebedarf;68.25
BHKW.Restwaermebedarf;10.48
BHKW.Strombedarf;0
BHKW.Reststrombedarf;0
BHKW.Waermeproduktion;58.32
BHKW.Waermeueberschuss;0
BHKW.Stromproduktion;27.46
BHKW.Betriebsstunden_Gesamt;1893.62
BHKW.Betriebsstunden_Durchschnitt;1893.62
BHKW.Waermebedarfsdeckung;84.65
BHKW.Strombedarfsdeckung;0
BHKW.Gasverbrauch;93.08
BHKW.Oelverbrauch;0
BHKW.Koks;0
BHKW.Rapsoelverbrauch;0
BHKW.Holzverbrauch;0
BHKW.Kohle;0
BHKW.Sonstigverbrauch;0
BHKW.Pellets;0
BHKW.TierischeFette;0
BHKW.VbhElektrisch;1893.62
BHKW.Deckung_Heizung;84.65
BHKW.Deckung_Brauchwasser;0
BHKW.Deckung_Prozess;0
BHKWModul[0].Modul;EC-POWER XRGI 15
BHKWModul[0].Waermeproduktion;58.32
BHKWModul[0].Stromproduktion;27.46
BHKWModul[0].Brennstoff;Gas
BHKWModul[0].Verbrauch;93.08
BHKWModul[0].carrier_id;63
BHKWModul[0].VbhThermisch;1893.62
BHKWModul[0].VbhElektrisch;1893.62
BHKWModul[0].Hilfsenergie;0
Heizkessel.Waermebedarf;68.25
Heizkessel.Restwaermebedarf;57.78
Heizkessel.Waermeproduktion;11.09
Heizkessel.Strombedarf;0
Heizkessel.Reststrombedarf;0
Heizkessel.Waermebedarfsdeckung;15.35
Heizkessel.Stromverbrauch;0
Heizkessel.Maximale_Kesselleistung;80
Heizkessel.Gasspitze;9.24
Heizkessel.Gasverbrauch;11.09
Heizkessel.Oelverbrauch;0
Heizkessel.Koks;0
Heizkessel.Rapsoelverbrauch;0
Heizkessel.Holzverbrauch;0
Heizkessel.Kohle;0
Heizkessel.Sonstigverbrauch;0
Heizkessel.Pellets;0
Heizkessel.TierischeFette;0
Heizkessel.Quellwaerme;0
Heizkessel.Deckung_Heizung;15.35
Heizkessel.Deckung_Brauchwasser;0
Heizkessel.Deckung_Prozess;0
HeizkesselModul[0].Modul;Vitocrossal 200 CM2 raumluftabh�ngig
HeizkesselModul[0].Waerme_Gas;11.09
HeizkesselModul[0].Waerme_Oel;0
HeizkesselModul[0].Brennstoff;Gas
HeizkesselModul[0].Verbrauch;11.09
HeizkesselModul[0].Jahresnutzungsgrad;100
HeizkesselModul[0].carrier_id;63
HeizkesselModul[0].Waermeproduktion;11.09
HeizkesselModul[0].Hilfsenergie;0
Pufferspeicher[0].ID_Pufferspeicher;1054175
Pufferspeicher[0].Bezeichner;Stora B 1000-6 ER 1 B
Pufferspeicher[0].Verwendung;Heizung
Pufferspeicher[0].Q_max;11.19
Pufferspeicher[0].Ladung_gesamt;36737.44
Pufferspeicher[0].Entladung_gesamt;35570.75
Pufferspeicher[0].Verluste_gesamt;1156.18
Pufferspeicher[0].SOC_Ende;10.5
Pufferspeicher[0].SOC_Mittel;10.48
Pufferspeicher[0].SOC_Max;10.5
Pufferspeicher[0].Vollzyklen;3281.89
Pufferspeicher[0].Entladung_Heizung;35570.75
Pufferspeicher[0].Entladung_Brauchwasser;0
Pufferspeicher[0].Entladung_Prozess;0
Pufferspeicher[0].Durchsatz_Geladen;32678.95
Pufferspeicher[0].Durchsatz_Entladen;32678.95
Pufferspeicher[0].ID_Anlage;
Pufferspeicher[0].T_oben_Mittel;9.37
Pufferspeicher[0].T_oben_Min;0.99
Vektor.waermebedarf.Summe;68251.5283
Vektor.waermebedarf_gebaeude.Summe;68251528.3
Vektor.waermebedarf_brauchwasser.Summe;0
Vektor.waermebedarf_prozess.Summe;0
Vektor.waermebedarf_extern.Summe;0
Vektor.waermebedarf_dauerlinie.Summe;182689.737
Vektor.stundentemperatur.Summe;83869.71
Vektor.raumtemperatur_0.Summe;176101.374
Vektor.operative_temperatur_0.Summe;174355.385
Vektor.restwaerme.Summe;1.82780546
Vektor.strombedarf_viertelstunde.Summe;0
Vektor.reststrom_viertelstunde.Summe;0
Vektor.puffer_soc.Summe;91842.5138
Vektor.puffer_ladung.Summe;36737.4394
Vektor.puffer_entladung.Summe;35570.7537
Vektor.kessel_waermebedarf.Summe;68251.5283
Vektor.kessel_leistung.Summe;11092.8469
Vektor.kessel_restwaerme.Summe;34761.873
Vektor.kessel_strom.Summe;0
Vektor.bhkw_waermebedarf.Summe;68251.5283
Vektor.bhkw_waerme.Summe;58323.5392
Vektor.bhkw_strom.Summe;27457.5103
Vektor.bhkw_restwaerme.Summe;10475.306
