Groesse;Wert
Lauf.ID_Projekt;1049
Sim.Restwaerme;0
Sim.Reststrom;0
Sim.bSimulationWP;False
Sim.bSimulationKessel;True
Sim.bSimulationSolarthermie;True
Sim.bSimulationBHKW;True
Sim.bSimulationPV;False
Sim.bSimulationSSP;False
Sim.PufferWP_vorhanden;True
Puffer.Q_max;87
Puffer.Ladung_gesamt;66008.3815
Puffer.Entladung_gesamt;65205.3279
Puffer.Verluste_gesamt;776.995355
Puffer.SOC_Mittel;55.3608925
Puffer.SOC_Max;82.5177917
Puffer.Vollzyklen;758.717028
Sim.Speicher_Anzahl;1
Geb[0].ID_Gebaeude;10655
Geb[0].Modell;VDI6007
Geb[0].JahresheizwaermeMwh;68.2515283
Geb[0].SpitzeKw;37.3592569
Geb[0].SpitzeTagesmittelKw;24.1330346
Geb[0].Spitze95Kw;22.931471
Geb[0].MittlereRaumtemperaturHeizzeit;20.6616237
Geb[0].Ueberhitzungsstunden;233
Em.Kessel.Co2T;1.51742847
Em.Kessel.So2Kg;0.00189678559
Em.Kessel.NoxKg;0.69548805
Em.Kessel.CoKg;0
Em.Kessel.StaubKg;0.00316130932
Em.Bhkw.Co2T;19.9170536
Em.Bhkw.So2Kg;0.024896317
Em.Bhkw.NoxKg;9.12864955
Em.Bhkw.CoKg;0
Em.Bhkw.StaubKg;0.0414938616
Ergebnis.ID_Projekt;1049
Ergebnis.Bezeichner;Simulation Referenzprojekt Solarthermie
Ergebnis.ID_Klimaregion;1020059
Ergebnis.Sim_Energiebedarf;True
Ergebnis.Sim_Waermepumpe;False
Ergebnis.Sim_Heizkessel;True
Ergebnis.Sim_Solarthermie;True
Ergebnis.Sim_BHKW;True
Ergebnis.Sim_PV;False
Ergebnis.Sim_Stromspeicher;False
Energiebedarf.Waermebedarf_Gesamt;68.25
Energiebedarf.Waermelast_Max;37.36
Energiebedarf.Strombedarf_Gesamt;0
Energiebedarf.Strombedarf_Max;0
Energiebedarf.Waermerestbedarf;0
Energiebedarf.Stromrestbedarf;0
Energiebedarf.Waermebedarf_Heizung;68.25
Energiebedarf.Waermebedarf_Brauchwasser;0
Energiebedarf.Waermebedarf_Prozess;0
BHKW.Waermebedarf;68.25
BHKW.Restwaermebedarf;16.53
BHKW.Strombedarf;0
BHKW.Reststrombedarf;0
BHKW.Waermeproduktion;52
BHKW.Waermeueberschuss;0
BHKW.Stromproduktion;24.48
BHKW.Betriebsstunden_Gesamt;1688.33
BHKW.Betriebsstunden_Durchschnitt;1688.33
BHKW.Waermebedarfsdeckung;75.78
BHKW.Strombedarfsdeckung;0
BHKW.Gasverbrauch;82.99
BHKW.Oelverbrauch;0
BHKW.Koks;0
BHKW.Rapsoelverbrauch;0
BHKW.Holzverbrauch;0
BHKW.Kohle;0
BHKW.Sonstigverbrauch;0
BHKW.Pellets;0
BHKW.TierischeFette;0
BHKW.VbhElektrisch;1688.33
BHKW.Deckung_Heizung;75.78
BHKW.Deckung_Brauchwasser;0
BHKW.Deckung_Prozess;0
BHKWModul[0].Modul;EC-POWER XRGI 15
BHKWModul[0].Waermeproduktion;52
BHKWModul[0].Stromproduktion;24.48
BHKWModul[0].Brennstoff;Gas
BHKWModul[0].Verbrauch;82.99
BHKWModul[0].carrier_id;63
BHKWModul[0].VbhThermisch;1688.33
BHKWModul[0].VbhElektrisch;1688.33
BHKWModul[0].Hilfsenergie;0
Heizkessel.Waermebedarf;68.25
Heizkessel.Restwaermebedarf;62
Heizkessel.Waermeproduktion;6.32
Heizkessel.Strombedarf;0
Heizkessel.Reststrombedarf;0
Heizkessel.Waermebedarfsdeckung;9.16
Heizkessel.Stromverbrauch;0
Heizkessel.Maximale_Kesselleistung;80
Heizkessel.Gasspitze;9.24
Heizkessel.Gasverbrauch;6.32
Heizkessel.Oelverbrauch;0
Heizkessel.Koks;0
Heizkessel.Rapsoelverbrauch;0
Heizkessel.Holzverbrauch;0
Heizkessel.Kohle;0
Heizkessel.Sonstigverbrauch;0
Heizkessel.Pellets;0
Heizkessel.TierischeFette;0
Heizkessel.Quellwaerme;0
Heizkessel.Deckung_Heizung;9.16
Heizkessel.Deckung_Brauchwasser;0
Heizkessel.Deckung_Prozess;0
HeizkesselModul[0].Modul;Vitocrossal 200 CM2 raumluftabh�ngig
HeizkesselModul[0].Waerme_Gas;6.32
HeizkesselModul[0].Waerme_Oel;0
HeizkesselModul[0].Brennstoff;Gas
HeizkesselModul[0].Verbrauch;6.32
HeizkesselModul[0].Jahresnutzungsgrad;100
HeizkesselModul[0].carrier_id;63
HeizkesselModul[0].Waermeproduktion;6.32
HeizkesselModul[0].Hilfsenergie;0
Solarthermie.Waermebedarf;68.25
Solarthermie.Restwaermebedarf;57.97
Solarthermie.Waermeproduktion;10.73
Solarthermie.Waermebedarfsdeckung;15.06
Solarthermie.Ueberschuss;27.13
Solarthermie.Deckung_Heizung;15.06
Solarthermie.Deckung_Brauchwasser;0
Solarthermie.Deckung_Prozess;0
SolarthermieModul[0].Modul;auroTHERM plus VFK 155/2 V
SolarthermieModul[0].Flaeche;82.25
SolarthermieModul[0].Anzahl;35
SolarthermieModul[0].Waermeproduktion;10.73
SolarthermieModul[0].Ueberschuss;27.13
Pufferspeicher[0].ID_Pufferspeicher;1054225
Pufferspeicher[0].Bezeichner;Pufferspeicher 3000 l
Pufferspeicher[0].Verwendung;Heizung
Pufferspeicher[0].Q_max;87
Pufferspeicher[0].Ladung_gesamt;66008.38
Pufferspeicher[0].Entladung_gesamt;65205.33
Pufferspeicher[0].Verluste_gesamt;777
Pufferspeicher[0].SOC_Ende;26.06
Pufferspeicher[0].SOC_Mittel;55.36
Pufferspeicher[0].SOC_Max;82.52
Pufferspeicher[0].Vollzyklen;758.72
Pufferspeicher[0].Entladung_Heizung;65205.33
Pufferspeicher[0].Entladung_Brauchwasser;0
Pufferspeicher[0].Entladung_Prozess;0
Pufferspeicher[0].Durchsatz_Geladen;630.76
Pufferspeicher[0].Durchsatz_Entladen;630.76
Pufferspeicher[0].ID_Anlage;
Pufferspeicher[0].T_oben_Mittel;50.91
Pufferspeicher[0].T_oben_Min;42.49
Vektor.waermebedarf.Summe;68251.5283
Vektor.waermebedarf_gebaeude.Summe;68251528.3
Vektor.waermebedarf_brauchwasser.Summe;0
Vektor.waermebedarf_prozess.Summe;0
Vektor.waermebedarf_extern.Summe;0
