Groesse;Wert
Lauf.ID_Projekt;1042
Sim.Restwaerme;0.017466763
Sim.Reststrom;29.6407928
Sim.bSimulationWP;True
Sim.bSimulationKessel;True
Sim.bSimulationSolarthermie;True
Sim.bSimulationBHKW;False
Sim.bSimulationPV;True
Sim.bSimulationSSP;False
Sim.PufferWP_vorhanden;True
Puffer.Q_max;34.8
Puffer.Ladung_gesamt;60459.453
Puffer.Entladung_gesamt;59268.3802
Puffer.Verluste_gesamt;1158.14497
Puffer.SOC_Mittel;32.9277916
Puffer.SOC_Max;32.9277916
Puffer.Vollzyklen;1737.3406
Sim.Speicher_Anzahl;3
Ergebnis.ID_Projekt;1042
Ergebnis.Bezeichner;Simulation Booster-Kette mit Kombi-Speicher
Ergebnis.ID_Klimaregion;1020052
Ergebnis.Sim_Energiebedarf;True
Ergebnis.Sim_Waermepumpe;True
Ergebnis.Sim_Heizkessel;True
Ergebnis.Sim_Solarthermie;True
Ergebnis.Sim_BHKW;False
Ergebnis.Sim_PV;True
Ergebnis.Sim_Stromspeicher;False
Energiebedarf.Waermebedarf_Gesamt;64.31
Energiebedarf.Waermelast_Max;38.6
Energiebedarf.Strombedarf_Gesamt;8
Energiebedarf.Strombedarf_Max;3.72
Energiebedarf.Waermerestbedarf;0.02
Energiebedarf.Stromrestbedarf;29.64
Energiebedarf.Waermebedarf_Heizung;59.31
Energiebedarf.Waermebedarf_Brauchwasser;5
Energiebedarf.Waermebedarf_Prozess;0
Waermepumpe.Waermebedarf;64.31
Waermepumpe.Restwaermebedarf;13.65
Waermepumpe.Waermeproduktion_WP;58.12
Waermepumpe.Stromverbrauch_WP;21.64
Waermepumpe.Stromverbrauch_Heizstab;0
Waermepumpe.Kapazitaet_Pufferspeicher;80.79
Waermepumpe.Min_Spitzenkesselleistung;1.37
Waermepumpe.Waermebedarfsdeckung;78.77
Waermepumpe.Vollbenutzungsstunden;2409.5
Waermepumpe.Bivalenzpunkt;2.33
Waermepumpe.Deckung_Heizung;71.02
Waermepumpe.Deckung_Brauchwasser;7.75
Waermepumpe.Deckung_Prozess;0
WaermepumpeModul[0].Modul;CS7800iLW 16
WaermepumpeModul[0].Leistung;15
WaermepumpeModul[0].Waermeproduktion;6.14
WaermepumpeModul[0].Stromverbrauch;2.01
WaermepumpeModul[0].Heizstab;0
WaermepumpeModul[0].Betriebsstunden;407.3
WaermepumpeModul[1].Modul;CS6800iAW MB + AW 10 OR-T
WaermepumpeModul[1].Leistung;11
WaermepumpeModul[1].Waermeproduktion;51.98
WaermepumpeModul[1].Stromverbrauch;19.63
WaermepumpeModul[1].Heizstab;0
WaermepumpeModul[1].Betriebsstunden;4411.69
Heizkessel.Waermebedarf;64.31
Heizkessel.Restwaermebedarf;50.68
Heizkessel.Waermeproduktion;13.75
Heizkessel.Strombedarf;29.64
Heizkessel.Reststrombedarf;29.64
Heizkessel.Waermebedarfsdeckung;21.2
