Groesse;Wert
Lauf.ID_Projekt;1047
Sim.Restwaerme;0
Sim.Reststrom;641.175859
Sim.bSimulationWP;True
Sim.bSimulationKessel;True
Sim.bSimulationSolarthermie;False
Sim.bSimulationBHKW;True
Sim.bSimulationPV;False
Sim.bSimulationSSP;True
Sim.PufferWP_vorhanden;False
Sim.Speicher_Anzahl;0
Geb[0].ID_Gebaeude;10653
Geb[0].Modell;VDI6007
Geb[0].JahresheizwaermeMwh;82.7478569
Geb[0].SpitzeKw;45.6354865
Geb[0].SpitzeTagesmittelKw;33.4266237
Geb[0].Spitze95Kw;27.9709593
Geb[0].KuehlenergieMwh;2.33300466
Geb[0].StundenMitKuehlbedarf;423
Geb[0].MittlereRaumtemperaturHeizzeit;20.0826252
Geb[0].Ueberhitzungsstunden;327
Kaelte.ErzeugungMwh;2.30515682
Kaelte.StromMwh;0.50970134
Kaelte.HilfsstromMwh;0.0242714924
Kaelte.EerJahreswert;4.52256379
Kaelte.DeckungsgradProzent;98.806353
Kaelte.Kuehltage;43
Kaelte[0].ID_Anlage;14946
Kaelte[0].Vorlauf;18
Kaelte[0].ErzeugungMwh;2.30515682
Kaelte[0].StromMwh;0.50970134
Em.Kessel.Co2T;8.33229113
Em.Kessel.So2Kg;2.97581826
Em.Kessel.NoxKg;4.16614557
Em.Kessel.CoKg;0
Em.Kessel.StaubKg;0.178549096
Em.Bhkw.Co2T;27.2823431
Em.Bhkw.So2Kg;0.0341029289
Em.Bhkw.NoxKg;12.5044073
Em.Bhkw.CoKg;0
Em.Bhkw.StaubKg;0.0568382149
Ergebnis.ID_Projekt;1047
Ergebnis.Bezeichner;Simulation Referenz Anlagenkopplung AK1
Ergebnis.ID_Klimaregion;1020057
Ergebnis.Sim_Energiebedarf;True
Ergebnis.Sim_Waermepumpe;True
Ergebnis.Sim_Heizkessel;True
Ergebnis.Sim_Solarthermie;False
Ergebnis.Sim_BHKW;True
Ergebnis.Sim_PV;False
Ergebnis.Sim_Stromspeicher;True
Energiebedarf.Waermebedarf_Gesamt;82.75
Energiebedarf.Waermelast_Max;45.64
Energiebedarf.Strombedarf_Gesamt;672
Energiebedarf.Strombedarf_Max;312.61
Energiebedarf.Waermerestbedarf;0
Energiebedarf.Stromrestbedarf;641.18
Energiebedarf.Waermebedarf_Heizung;82.75
Energiebedarf.Waermebedarf_Brauchwasser;0
Energiebedarf.Waermebedarf_Prozess;0
Energiebedarf.Waermebedarf_Kuehlung;2.33
Energiebedarf.Kaeltebedarf_Gesamt;2.33
Energiebedarf.Kaeltelast_Max;14.99
Energiebedarf.Kaelterestbedarf;0.03
Energiebedarf.Vorlauf_Mittel;36.98
Energiebedarf.Ruecklauf_Mittel;33.56
Energiebedarf.Uebergabe_Begrenzt_Stunden;1108.22
Energiebedarf.Kuehl_Vorlauf_Mittel;18
