Groesse;Wert
Lauf.ID_Projekt;1021
Sim.Restwaerme;0
Sim.Reststrom;5140.55957
Sim.bSimulationWP;True
Sim.bSimulationKessel;False
Sim.bSimulationSolarthermie;False
Sim.bSimulationBHKW;False
Sim.bSimulationPV;False
Sim.bSimulationSSP;False
Sim.PufferWP_vorhanden;False
Sim.Speicher_Anzahl;1
Ergebnis.ID_Projekt;1021
Ergebnis.Bezeichner;Simulation TestSpeichernUnter
Ergebnis.ID_Klimaregion;1020031
Ergebnis.Sim_Energiebedarf;True
Ergebnis.Sim_Waermepumpe;True
Ergebnis.Sim_Heizkessel;False
Ergebnis.Sim_Solarthermie;False
Ergebnis.Sim_BHKW;False
Ergebnis.Sim_PV;False
Ergebnis.Sim_Stromspeicher;False
Energiebedarf.Waermebedarf_Gesamt;11.5
Energiebedarf.Waermelast_Max;7.61
Energiebedarf.Strombedarf_Gesamt;5136
Energiebedarf.Strombedarf_Max;1501.57
Energiebedarf.Waermerestbedarf;0
Energiebedarf.Stromrestbedarf;5140.56
Waermepumpe.Waermebedarf;11.5
Waermepumpe.Restwaermebedarf;0
Waermepumpe.Waermeproduktion_WP;11.5
Waermepumpe.Stromverbrauch_WP;4.56
Waermepumpe.Stromverbrauch_Heizstab;0
Waermepumpe.Kapazitaet_Pufferspeicher;0
Waermepumpe.Min_Spitzenkesselleistung;0
Waermepumpe.Waermebedarfsdeckung;100
Waermepumpe.Vollbenutzungsstunden;502.66
Waermepumpe.Bivalenzpunkt;
WaermepumpeModul[0].Modul;CS7800iLW 12
WaermepumpeModul[0].Leistung;12
WaermepumpeModul[0].Waermeproduktion;0.01
WaermepumpeModul[0].Stromverbrauch;0
WaermepumpeModul[0].Heizstab;0
WaermepumpeModul[0].Betriebsstunden;4.41
WaermepumpeModul[1].Modul;CS6800iAW MB + AW 10 OR-T
WaermepumpeModul[1].Leistung;11
WaermepumpeModul[1].Waermeproduktion;11.49
WaermepumpeModul[1].Stromverbrauch;4.56
WaermepumpeModul[1].Heizstab;0
WaermepumpeModul[1].Betriebsstunden;1000.91
Pufferspeicher[0].ID_Pufferspeicher;1018014
Pufferspeicher[0].Bezeichner;allSTOR exclusiv VPS 800/3-7
Pufferspeicher[0].Verwendung;Quelle
Pufferspeicher[0].Q_max;4.51
Pufferspeicher[0].Ladung_gesamt;0
Pufferspeicher[0].Entladung_gesamt;4.26
Pufferspeicher[0].Verluste_gesamt;0.25
Pufferspeicher[0].SOC_Ende;0
Pufferspeicher[0].SOC_Mittel;0
Pufferspeicher[0].SOC_Max;3.72
Pufferspeicher[0].Vollzyklen;0.94
Vektor.waermebedarf.Summe;11500.0571
Vektor.waermebedarf_gebaeude.Summe;11500057.1
Vektor.waermebedarf_brauchwasser.Summe;0
Vektor.waermebedarf_prozess.Summe;0
Vektor.waermebedarf_extern.Summe;0
Vektor.waermebedarf_dauerlinie.Summe;151172.762
Vektor.stundentemperatur.Summe;86502.49
Vektor.restwaerme.Summe;0
Vektor.strombedarf_viertelstunde.Summe;20543998.8
Vektor.reststrom_viertelstunde.Summe;20562237.3
Vektor.wp_waermebedarf.Summe;11500.0571
Vektor.wp_produktion.Summe;11500.0571
Vektor.wp_strom.Summe;4559.61075
Vektor.heizstab.Summe;0
Vektor.wp_restwaerme.Summe;0
Vektor.wp_quellentemperatur.Summe;86502.49
Vektor.wp_warmwasserbedarf.Summe;0
Vektor.quellspeicher_10361_soc.Summe;10.9726254
Vektor.quellspeicher_10361_ladung.Summe;0
Vektor.quellspeicher_10361_entladung.Summe;4.263723
