Groesse;Wert
Lauf.ID_Projekt;1040
Sim.Restwaerme;0
Sim.Reststrom;22.9863294
Sim.bSimulationWP;True
Sim.bSimulationKessel;True
Sim.bSimulationSolarthermie;False
Sim.bSimulationBHKW;False
Sim.bSimulationPV;True
Sim.bSimulationSSP;False
Sim.PufferWP_vorhanden;True
Puffer.Q_max;45.994
Puffer.Ladung_gesamt;61710.7449
Puffer.Entladung_gesamt;59351.0251
Puffer.Verluste_gesamt;2316.28997
Puffer.SOC_Mittel;43.4298833
Puffer.SOC_Max;43.4298833
Puffer.Vollzyklen;1341.71294
Sim.Speicher_Anzahl;2
Em.Kessel.Co2T;3.8844605
Em.Kessel.So2Kg;0.00485557563
Em.Kessel.NoxKg;1.78037773
Em.Kessel.CoKg;0
Em.Kessel.StaubKg;0.00809262605
Ergebnis.ID_Projekt;1040
Ergebnis.Bezeichner;Simulation zwei Puffer je Kanal
Ergebnis.ID_Klimaregion;1020050
Ergebnis.Sim_Energiebedarf;True
Ergebnis.Sim_Waermepumpe;True
Ergebnis.Sim_Heizkessel;True
Ergebnis.Sim_Solarthermie;False
Ergebnis.Sim_BHKW;False
Ergebnis.Sim_PV;True
Ergebnis.Sim_Stromspeicher;False
Energiebedarf.Waermebedarf_Gesamt;64.35
Energiebedarf.Waermelast_Max;38.61
Energiebedarf.Strombedarf_Gesamt;8
Energiebedarf.Strombedarf_Max;3.72
Energiebedarf.Waermerestbedarf;0
Energiebedarf.Stromrestbedarf;22.99
Energiebedarf.Waermebedarf_Heizung;59.35
Energiebedarf.Waermebedarf_Brauchwasser;5
Energiebedarf.Waermebedarf_Prozess;0
Waermepumpe.Waermebedarf;64.35
Waermepumpe.Restwaermebedarf;15.56
Waermepumpe.Waermeproduktion_WP;51.72
Waermepumpe.Stromverbrauch_WP;19.43
Waermepumpe.Stromverbrauch_Heizstab;0
Waermepumpe.Kapazitaet_Pufferspeicher;80.79
Waermepumpe.Min_Spitzenkesselleistung;0
Waermepumpe.Waermebedarfsdeckung;75.82
Waermepumpe.Vollbenutzungsstunden;4381.23
Waermepumpe.Bivalenzpunkt;
Waermepumpe.Deckung_Heizung;70.71
Waermepumpe.Deckung_Brauchwasser;5.11
Waermepumpe.Deckung_Prozess;0
WaermepumpeModul[0].Modul;CS6800iAW MB + AW 10 OR-T
WaermepumpeModul[0].Leistung;11
WaermepumpeModul[0].Waermeproduktion;51.72
WaermepumpeModul[0].Stromverbrauch;19.43
WaermepumpeModul[0].Heizstab;0
WaermepumpeModul[0].Betriebsstunden;4381.23
Heizkessel.Waermebedarf;64.35
Heizkessel.Restwaermebedarf;48.79
Heizkessel.Waermeproduktion;16.19
Heizkessel.Strombedarf;27.43
Heizkessel.Reststrombedarf;27.43
Heizkessel.Waermebedarfsdeckung;24.18
Heizkessel.Stromverbrauch;0
Heizkessel.Maximale_Kesselleistung;80
Heizkessel.Gasspitze;70.54
Heizkessel.Gasverbrauch;16.19
Heizkessel.Oelverbrauch;0
Heizkessel.Koks;0
Heizkessel.Rapsoelverbrauch;0
Heizkessel.Holzverbrauch;0
Heizkessel.Kohle;0
Heizkessel.Sonstigverbrauch;0
Heizkessel.Pellets;0
Heizkessel.TierischeFette;0
Heizkessel.Quellwaerme;0
Heizkessel.Deckung_Heizung;21.52
Heizkessel.Deckung_Brauchwasser;2.66
Heizkessel.Deckung_Prozess;0
HeizkesselModul[0].Modul;Vitocrossal 200 CM2 raumluftabh�ngig
HeizkesselModul[0].Waerme_Gas;16.19
HeizkesselModul[0].Waerme_Oel;0
HeizkesselModul[0].Brennstoff;
HeizkesselModul[0].Verbrauch;0
HeizkesselModul[0].Jahresnutzungsgrad;100
HeizkesselModul[0].carrier_id;63
HeizkesselModul[0].Waermeproduktion;0
HeizkesselModul[0].Hilfsenergie;0
Photovoltaik.Strombedarf;27.43
Photovoltaik.Reststrombedarf;22.99
Photovoltaik.Stromproduktion;4.44
Photovoltaik.Strombedarfsdeckung;16.19
Photovoltaik.Ueberschuss;2.27
Photovoltaik.MaxSolareLeistung;1058.93
PhotovoltaikModul[0].Modul;Jinkosolar JKM 260P-60
PhotovoltaikModul[0].Flaeche;32.74
PhotovoltaikModul[0].Anzahl;20
PhotovoltaikModul[0].Stromproduktion;6.71
Pufferspeicher[0].ID_Pufferspeicher;1054187
Pufferspeicher[0].Bezeichner;Puffer 3000Ltr
Pufferspeicher[0].Verwendung;Heizung
Pufferspeicher[0].Q_max;45.99
Pufferspeicher[0].Ladung_gesamt;61710.74
Pufferspeicher[0].Entladung_gesamt;59351.03
Pufferspeicher[0].Verluste_gesamt;2316.29
Pufferspeicher[0].SOC_Ende;43.43
Pufferspeicher[0].SOC_Mittel;43.43
Pufferspeicher[0].SOC_Max;43.43
Pufferspeicher[0].Vollzyklen;1341.71
Pufferspeicher[0].Entladung_Heizung;59351.03
