Groesse;Wert
Lauf.ID_Projekt;1042
Sim.Restwaerme;0
Sim.Reststrom;10.4769135
Sim.bSimulationWP;True
Sim.bSimulationKessel;True
Sim.bSimulationSolarthermie;True
Sim.bSimulationBHKW;False
Sim.bSimulationPV;True
Sim.bSimulationSSP;False
Sim.PufferWP_vorhanden;False
Sim.Speicher_Anzahl;4
Ergebnis.ID_Projekt;1042
Ergebnis.Bezeichner;Simulation Booster-Kette mit Kombi-Speicher
Ergebnis.ID_Klimaregion;1020052
Ergebnis.Sim_Energiebedarf;True
Ergebnis.Sim_Waermepumpe;True
Ergebnis.Sim_Heizkessel;True
Ergebnis.Sim_Solarthermie;True
Ergebnis.Sim_BHKW;False
Ergebnis.Sim_PV;True
Ergebnis.Sim_Stromspeicher;False
Energiebedarf.Waermebedarf_Gesamt;64.31
Energiebedarf.Waermelast_Max;38.6
Energiebedarf.Strombedarf_Gesamt;8
Energiebedarf.Strombedarf_Max;3.72
Energiebedarf.Waermerestbedarf;0
Energiebedarf.Stromrestbedarf;10.48
Waermepumpe.Waermebedarf;64.31
Waermepumpe.Restwaermebedarf;60.35
Waermepumpe.Waermeproduktion_WP;6.35
Waermepumpe.Stromverbrauch_WP;2.48
Waermepumpe.Stromverbrauch_Heizstab;0
Waermepumpe.Kapazitaet_Pufferspeicher;0
Waermepumpe.Min_Spitzenkesselleistung;0
Waermepumpe.Waermebedarfsdeckung;6.17
Waermepumpe.Vollbenutzungsstunden;170.78
Waermepumpe.Bivalenzpunkt;
WaermepumpeModul[0].Modul;LS 16-B R
WaermepumpeModul[0].Leistung;10
WaermepumpeModul[0].Waermeproduktion;0
WaermepumpeModul[0].Stromverbrauch;0
WaermepumpeModul[0].Heizstab;0
WaermepumpeModul[0].Betriebsstunden;0
WaermepumpeModul[1].Modul;CS7800iLW 16
WaermepumpeModul[1].Leistung;15
WaermepumpeModul[1].Waermeproduktion;2.38
WaermepumpeModul[1].Stromverbrauch;0.77
WaermepumpeModul[1].Heizstab;0
WaermepumpeModul[1].Betriebsstunden;139.32
WaermepumpeModul[2].Modul;CS6800iAW MB + AW 10 OR-T
WaermepumpeModul[2].Leistung;11
WaermepumpeModul[2].Waermeproduktion;3.97
WaermepumpeModul[2].Stromverbrauch;1.7
WaermepumpeModul[2].Heizstab;0
WaermepumpeModul[2].Betriebsstunden;373.02
Heizkessel.Waermebedarf;64.31
