Groesse;Wert
Lauf.ID_Projekt;1023
Sim.Restwaerme;125.306662
Sim.Reststrom;133.678863
Sim.bSimulationWP;True
Sim.bSimulationKessel;True
Sim.bSimulationSolarthermie;False
Sim.bSimulationBHKW;False
Sim.bSimulationPV;False
Sim.bSimulationSSP;False
Sim.PufferWP_vorhanden;True
Puffer.Q_max;13.92
Puffer.Ladung_gesamt;70170.7993
Puffer.Entladung_gesamt;69818.5938
Puffer.Verluste_gesamt;352.205446
Puffer.SOC_Mittel;6.35601021
Puffer.SOC_Max;13.140875
Puffer.Vollzyklen;5041.00569
Sim.Speicher_Anzahl;1
Em.Kessel.Co2T;18.872987
Em.Kessel.So2Kg;0.0235912337
Em.Kessel.NoxKg;8.65011903
Em.Kessel.CoKg;0
Em.Kessel.StaubKg;0.0393187229
Ergebnis.ID_Projekt;1023
Ergebnis.Bezeichner;Simulation Wöhler - Test1
Ergebnis.ID_Klimaregion;1020033
Ergebnis.Sim_Energiebedarf;True
Ergebnis.Sim_Waermepumpe;True
Ergebnis.Sim_Heizkessel;True
Ergebnis.Sim_Solarthermie;False
Ergebnis.Sim_BHKW;False
Ergebnis.Sim_PV;False
Ergebnis.Sim_Stromspeicher;False
Energiebedarf.Waermebedarf_Gesamt;389.8
Energiebedarf.Waermelast_Max;204.08
Energiebedarf.Strombedarf_Gesamt;0
Energiebedarf.Strombedarf_Max;0
Energiebedarf.Waermerestbedarf;125.31
Energiebedarf.Stromrestbedarf;133.68
Energiebedarf.Waermebedarf_Heizung;329.8
Energiebedarf.Waermebedarf_Brauchwasser;60
Energiebedarf.Waermebedarf_Prozess;0
Waermepumpe.Waermebedarf;389.8
Waermepumpe.Restwaermebedarf;191.91
Waermepumpe.Waermeproduktion_WP;109.97
Waermepumpe.Stromverbrauch_WP;45.42
Waermepumpe.Stromverbrauch_Heizstab;88.26
Waermepumpe.Kapazitaet_Pufferspeicher;13.92
Waermepumpe.Min_Spitzenkesselleistung;172.61
Waermepumpe.Waermebedarfsdeckung;50.77
Waermepumpe.Vollbenutzungsstunden;5006.19
Waermepumpe.Bivalenzpunkt;33.53
Waermepumpe.Deckung_Heizung;36.81
Waermepumpe.Deckung_Brauchwasser;13.95
Waermepumpe.Deckung_Prozess;0
