Groesse;Wert
Lauf.ID_Projekt;1042
Sim.Restwaerme;4.23052134
Sim.Reststrom;40.653164
Sim.bSimulationWP;True
Sim.bSimulationKessel;True
Sim.bSimulationSolarthermie;True
Sim.bSimulationBHKW;False
Sim.bSimulationPV;True
Sim.bSimulationSSP;False
Sim.PufferWP_vorhanden;True
Puffer.Q_max;34.8
Puffer.Ladung_gesamt;18247.1953
Puffer.Entladung_gesamt;17470.1117
Puffer.Verluste_gesamt;777.083577
Puffer.SOC_Mittel;22.093647
Puffer.SOC_Max;32.7424504
Puffer.Vollzyklen;524.344693
Sim.Speicher_Anzahl;3
Em.Kessel.Co2T;3.31468612
Em.Kessel.So2Kg;0.00414335766
Em.Kessel.NoxKg;1.51923114
Em.Kessel.CoKg;0
Em.Kessel.StaubKg;0.00690559609
Ergebnis.ID_Projekt;1042
Ergebnis.Bezeichner;Simulation Booster-Kette mit Kombi-Speicher
Ergebnis.ID_Klimaregion;1020052
Ergebnis.Sim_Energiebedarf;True
Ergebnis.Sim_Waermepumpe;True
Ergebnis.Sim_Heizkessel;True
Ergebnis.Sim_Solarthermie;True
Ergebnis.Sim_BHKW;False
Ergebnis.Sim_PV;True
Ergebnis.Sim_Stromspeicher;False
Energiebedarf.Waermebedarf_Gesamt;89.35
Energiebedarf.Waermelast_Max;45.38
Energiebedarf.Strombedarf_Gesamt;8
Energiebedarf.Strombedarf_Max;3.72
Energiebedarf.Waermerestbedarf;4.23
Energiebedarf.Stromrestbedarf;40.65
Energiebedarf.Waermebedarf_Heizung;59.35
Energiebedarf.Waermebedarf_Brauchwasser;30
Energiebedarf.Waermebedarf_Prozess;0
Waermepumpe.Waermebedarf;89.35
Waermepumpe.Restwaermebedarf;17.77
Waermepumpe.Waermeproduktion_WP;90.6
Waermepumpe.Stromverbrauch_WP;32.65
Waermepumpe.Stromverbrauch_Heizstab;0
Waermepumpe.Kapazitaet_Pufferspeicher;80.76
Waermepumpe.Min_Spitzenkesselleistung;10.43
Waermepumpe.Waermebedarfsdeckung;80.12
Waermepumpe.Vollbenutzungsstunden;3852.85
Waermepumpe.Bivalenzpunkt;8.55
Waermepumpe.Deckung_Heizung;51.28
Waermepumpe.Deckung_Brauchwasser;28.84
Waermepumpe.Deckung_Prozess;0
WaermepumpeModul[0].Modul;CS7800iLW 16
WaermepumpeModul[0].Leistung;15
WaermepumpeModul[0].Waermeproduktion;26.53
WaermepumpeModul[0].Stromverbrauch;9.06
WaermepumpeModul[0].Heizstab;0
WaermepumpeModul[0].Betriebsstunden;2306.57
WaermepumpeModul[1].Modul;CS6800iAW MB + AW 10 OR-T
WaermepumpeModul[1].Leistung;11
WaermepumpeModul[1].Waermeproduktion;64.07
WaermepumpeModul[1].Stromverbrauch;23.59
WaermepumpeModul[1].Heizstab;0
WaermepumpeModul[1].Betriebsstunden;5399.13
Heizkessel.Waermebedarf;89.35
Heizkessel.Restwaermebedarf;75.82
Heizkessel.Waermeproduktion;13.53
Heizkessel.Strombedarf;40.65
Heizkessel.Reststrombedarf;40.65
Heizkessel.Waermebedarfsdeckung;15.15
Heizkessel.Stromverbrauch;0
Heizkessel.Maximale_Kesselleistung;120
Heizkessel.Gasspitze;28.26
Heizkessel.Gasverbrauch;13.81
Heizkessel.Oelverbrauch;0
Heizkessel.Koks;0
Heizkessel.Rapsoelverbrauch;0
Heizkessel.Holzverbrauch;0
Heizkessel.Kohle;0
Heizkessel.Sonstigverbrauch;0
Heizkessel.Pellets;0
Heizkessel.TierischeFette;0
Heizkessel.Quellwaerme;0
Heizkessel.Deckung_Heizung;15.15
Heizkessel.Deckung_Brauchwasser;0
Heizkessel.Deckung_Prozess;0
HeizkesselModul[0].Modul;ecoTEC plus VC 1206/5-5
HeizkesselModul[0].Waerme_Gas;13.53
HeizkesselModul[0].Waerme_Oel;0
HeizkesselModul[0].Brennstoff;
HeizkesselModul[0].Verbrauch;0
HeizkesselModul[0].Jahresnutzungsgrad;98
HeizkesselModul[0].carrier_id;63
HeizkesselModul[0].Waermeproduktion;0
HeizkesselModul[0].Hilfsenergie;0
Solarthermie.Waermebedarf;4.23
Solarthermie.Restwaermebedarf;4.23
Solarthermie.Waermeproduktion;0
Solarthermie.Waermebedarfsdeckung;0
Solarthermie.Ueberschuss;0
