Groesse;Wert
Lauf.ID_Projekt;1008
Sim.Restwaerme;0
Sim.Reststrom;10322.3578
Sim.bSimulationWP;True
Sim.bSimulationKessel;True
Sim.bSimulationSolarthermie;False
Sim.bSimulationBHKW;False
Sim.bSimulationPV;False
Sim.bSimulationSSP;False
Sim.PufferWP_vorhanden;True
Puffer.Q_max;6.96
Puffer.Ladung_gesamt;28773.9244
Puffer.Entladung_gesamt;28121.2214
Puffer.Verluste_gesamt;646.174154
Puffer.SOC_Mittel;5.79364889
Puffer.SOC_Max;6.528875
Puffer.Vollzyklen;4134.18454
Sim.Speicher_Anzahl;1
Em.Kessel.Co2T;2.88510606
Em.Kessel.So2Kg;0.00360638257
Em.Kessel.NoxKg;1.32234028
Em.Kessel.CoKg;0
Em.Kessel.StaubKg;0.00601063762
Ergebnis.ID_Projekt;1008
Ergebnis.Bezeichner;Simulation Heinestr 15
Ergebnis.ID_Klimaregion;1008001
Ergebnis.Sim_Energiebedarf;True
Ergebnis.Sim_Waermepumpe;True
Ergebnis.Sim_Heizkessel;True
Ergebnis.Sim_Solarthermie;False
Ergebnis.Sim_BHKW;False
Ergebnis.Sim_PV;False
Ergebnis.Sim_Stromspeicher;False
Energiebedarf.Waermebedarf_Gesamt;54.82
Energiebedarf.Waermelast_Max;37.82
Energiebedarf.Strombedarf_Gesamt;10310.17
Energiebedarf.Strombedarf_Max;4178.2
Energiebedarf.Waermerestbedarf;0
Energiebedarf.Stromrestbedarf;10322.36
Energiebedarf.Waermebedarf_Heizung;54.82
Energiebedarf.Waermebedarf_Brauchwasser;0
Energiebedarf.Waermebedarf_Prozess;0
Waermepumpe.Waermebedarf;54.82
Waermepumpe.Restwaermebedarf;2.78
Waermepumpe.Waermeproduktion_WP;52.69
Waermepumpe.Stromverbrauch_WP;12.19
Waermepumpe.Stromverbrauch_Heizstab;0
Waermepumpe.Kapazitaet_Pufferspeicher;6.96
Waermepumpe.Min_Spitzenkesselleistung;19.97
Waermepumpe.Waermebedarfsdeckung;94.93
Waermepumpe.Vollbenutzungsstunden;1699.54
Waermepumpe.Bivalenzpunkt;6.48
Waermepumpe.Deckung_Heizung;94.93
Waermepumpe.Deckung_Brauchwasser;0
Waermepumpe.Deckung_Prozess;0
WaermepumpeModul[0].Modul;CS7800iLW 16
WaermepumpeModul[0].Leistung;15
WaermepumpeModul[0].Waermeproduktion;50.12
WaermepumpeModul[0].Stromverbrauch;11.23
WaermepumpeModul[0].Heizstab;0
WaermepumpeModul[0].Betriebsstunden;2959.71
WaermepumpeModul[1].Modul;CS5800i AW 12 M + AW 5 OR-S
WaermepumpeModul[1].Leistung;3
WaermepumpeModul[1].Waermeproduktion;2.58
WaermepumpeModul[1].Stromverbrauch;0.96
WaermepumpeModul[1].Heizstab;0
WaermepumpeModul[1].Betriebsstunden;439.38
Heizkessel.Waermebedarf;2.78
Heizkessel.Restwaermebedarf;0
Heizkessel.Waermeproduktion;2.78
Heizkessel.Strombedarf;10322.36
Heizkessel.Reststrombedarf;10322.36
Heizkessel.Waermebedarfsdeckung;5.07
Heizkessel.Stromverbrauch;0
Heizkessel.Maximale_Kesselleistung;22.1
Heizkessel.Gasspitze;22.79
Heizkessel.Gasverbrauch;12.02
Heizkessel.Oelverbrauch;0
Heizkessel.Koks;0
Heizkessel.Rapsoelverbrauch;0
Heizkessel.Holzverbrauch;0
Heizkessel.Kohle;0
Heizkessel.Sonstigverbrauch;0
Heizkessel.Pellets;0
Heizkessel.TierischeFette;0
Heizkessel.Quellwaerme;0
Heizkessel.Deckung_Heizung;5.07
Heizkessel.Deckung_Brauchwasser;0
Heizkessel.Deckung_Prozess;0
HeizkesselModul[0].Modul;ecoTEC plus VCI 20/26CS/1-5
HeizkesselModul[0].Waerme_Gas;2.78
HeizkesselModul[0].Waerme_Oel;0
HeizkesselModul[0].Brennstoff;Gas
HeizkesselModul[0].Verbrauch;12.02
HeizkesselModul[0].Jahresnutzungsgrad;23.11
HeizkesselModul[0].carrier_id;
HeizkesselModul[0].Waermeproduktion;2.78
HeizkesselModul[0].Hilfsenergie;0
Pufferspeicher[0].ID_Pufferspeicher;1008007
Pufferspeicher[0].Bezeichner;Vitocell 140-E 600 Liter
Pufferspeicher[0].Verwendung;Heizung
Pufferspeicher[0].Q_max;6.96
Pufferspeicher[0].Ladung_gesamt;28773.92
Pufferspeicher[0].Entladung_gesamt;28121.22
Pufferspeicher[0].Verluste_gesamt;646.17
Pufferspeicher[0].SOC_Ende;6.53
Pufferspeicher[0].SOC_Mittel;5.79
Pufferspeicher[0].SOC_Max;6.53
Pufferspeicher[0].Vollzyklen;4134.18
Pufferspeicher[0].Entladung_Heizung;28121.22
Pufferspeicher[0].Entladung_Brauchwasser;0
Pufferspeicher[0].Entladung_Prozess;0
Pufferspeicher[0].Durchsatz_Geladen;23918.5
Pufferspeicher[0].Durchsatz_Entladen;23918.5
Pufferspeicher[0].ID_Anlage;
Pufferspeicher[0].T_oben_Mittel;8.32
Pufferspeicher[0].T_oben_Min;0
Vektor.waermebedarf.Summe;54817.8094
Vektor.waermebedarf_gebaeude.Summe;54817809.4
Vektor.waermebedarf_brauchwasser.Summe;0
Vektor.waermebedarf_prozess.Summe;0
Vektor.waermebedarf_extern.Summe;0
Vektor.waermebedarf_dauerlinie.Summe;144938.531
Vektor.stundentemperatur.Summe;86493.64
Vektor.restwaerme.Summe;0
Vektor.strombedarf_viertelstunde.Summe;41240688
Vektor.reststrom_viertelstunde.Summe;41289431.2
Vektor.wp_waermebedarf.Summe;54817.8094
Vektor.wp_produktion.Summe;52692.4271
Vektor.wp_strom.Summe;12185.7922
Vektor.heizstab.Summe;0
Vektor.wp_restwaerme.Summe;2778.08528
Vektor.wp_quellentemperatur.Summe;86493.64
Vektor.wp_warmwasserbedarf.Summe;0
Vektor.puffer_soc.Summe;50752.3643
Vektor.puffer_ladung.Summe;28773.9244
Vektor.puffer_entladung.Summe;28121.2214
Vektor.kessel_waermebedarf.Summe;2778.08528
Vektor.kessel_leistung.Summe;2778.08528
Vektor.kessel_restwaerme.Summe;0
Vektor.kessel_strom.Summe;0
