Groesse;Wert
Lauf.ID_Projekt;1039
Sim.Restwaerme;131.738081
Sim.Reststrom;120.930625
Sim.bSimulationWP;True
Sim.bSimulationKessel;True
Sim.bSimulationSolarthermie;False
Sim.bSimulationBHKW;False
Sim.bSimulationPV;False
Sim.bSimulationSSP;False
Sim.PufferWP_vorhanden;True
Puffer.Q_max;34.8
Puffer.Ladung_gesamt;149120.69
Puffer.Entladung_gesamt;148421.989
Puffer.Verluste_gesamt;698.311273
Puffer.SOC_Mittel;19.8540322
Puffer.SOC_Max;32.9277917
Puffer.Vollzyklen;4285.07729
Sim.Speicher_Anzahl;2
Geb[0].ID_Gebaeude;10642
Geb[0].Modell;VDI6007
Geb[0].JahresheizwaermeMwh;48.0174386
Geb[0].SpitzeKw;22.6718318
Geb[0].SpitzeTagesmittelKw;16.7825644
Geb[0].Spitze95Kw;13.2654412
Geb[0].MittlereRaumtemperaturHeizzeit;20.2984776
Geb[0].Ueberhitzungsstunden;102
Geb[1].ID_Gebaeude;10643
Geb[1].Modell;VDI6007
Geb[1].JahresheizwaermeMwh;99.0997889
Geb[1].SpitzeKw;49.200635
Geb[1].SpitzeTagesmittelKw;37.2906168
Geb[1].Spitze95Kw;27.308008
Geb[1].MittlereRaumtemperaturHeizzeit;20.6005911
Geb[1].Ueberhitzungsstunden;308
Geb[2].ID_Gebaeude;10644
Geb[2].Modell;VDI6007
Geb[2].JahresheizwaermeMwh;449.903215
Geb[2].SpitzeKw;308.508415
Geb[2].SpitzeTagesmittelKw;186.878919
Geb[2].Spitze95Kw;160.520959
Geb[2].MittlereRaumtemperaturHeizzeit;21.4188339
Geb[2].Ueberhitzungsstunden;840
Em.Kessel.Co2T;70.8033473
Em.Kessel.So2Kg;0.0885041841
Em.Kessel.NoxKg;32.4515342
Em.Kessel.CoKg;0
Em.Kessel.StaubKg;0.147506973
Ergebnis.ID_Projekt;1039
Ergebnis.Bezeichner;Simulation Mehrgebäude
Ergebnis.ID_Klimaregion;1020049
Ergebnis.Sim_Energiebedarf;True
Ergebnis.Sim_Waermepumpe;True
Ergebnis.Sim_Heizkessel;True
Ergebnis.Sim_Solarthermie;False
Ergebnis.Sim_BHKW;False
Ergebnis.Sim_PV;False
Ergebnis.Sim_Stromspeicher;False
Energiebedarf.Waermebedarf_Gesamt;618.02
Energiebedarf.Waermelast_Max;382.1
Energiebedarf.Strombedarf_Gesamt;60
Energiebedarf.Strombedarf_Max;14.47
Energiebedarf.Waermerestbedarf;131.74
Energiebedarf.Stromrestbedarf;120.93
Energiebedarf.Waermebedarf_Heizung;597.02
Energiebedarf.Waermebedarf_Brauchwasser;21
Energiebedarf.Waermebedarf_Prozess;0
Waermepumpe.Waermebedarf;618.02
Waermepumpe.Restwaermebedarf;420.42
Waermepumpe.Waermeproduktion_WP;198.73
Waermepumpe.Stromverbrauch_WP;60.93
Waermepumpe.Stromverbrauch_Heizstab;0
Waermepumpe.Kapazitaet_Pufferspeicher;45.99
Waermepumpe.Min_Spitzenkesselleistung;284.34
Waermepumpe.Waermebedarfsdeckung;31.97
Waermepumpe.Vollbenutzungsstunden;5569.36
Waermepumpe.Bivalenzpunkt;12.17
Waermepumpe.Deckung_Heizung;30.6
Waermepumpe.Deckung_Brauchwasser;1.38
Waermepumpe.Deckung_Prozess;0
WaermepumpeModul[0].Modul;WPE-I 59 H 400 Premium
WaermepumpeModul[0].Leistung;35
WaermepumpeModul[0].Waermeproduktion;198.73
WaermepumpeModul[0].Stromverbrauch;60.93
WaermepumpeModul[0].Heizstab;0
WaermepumpeModul[0].Betriebsstunden;5569.36
Heizkessel.Waermebedarf;618.02
Heizkessel.Restwaermebedarf;329.34
Heizkessel.Waermeproduktion;289.11
Heizkessel.Strombedarf;60
Heizkessel.Reststrombedarf;60
Heizkessel.Waermebedarfsdeckung;46.71
Heizkessel.Stromverbrauch;0
Heizkessel.Maximale_Kesselleistung;80
Heizkessel.Gasspitze;81.63
Heizkessel.Gasverbrauch;295.01
Heizkessel.Oelverbrauch;0
Heizkessel.Koks;0
Heizkessel.Rapsoelverbrauch;0
Heizkessel.Holzverbrauch;0
Heizkessel.Kohle;0
Heizkessel.Sonstigverbrauch;0
Heizkessel.Pellets;0
Heizkessel.TierischeFette;0
Heizkessel.Quellwaerme;0
Heizkessel.Deckung_Heizung;45.62
Heizkessel.Deckung_Brauchwasser;1.1
Heizkessel.Deckung_Prozess;0
HeizkesselModul[0].Modul;ecoTEC plus VC 806/5-5
HeizkesselModul[0].Waerme_Gas;289.11
HeizkesselModul[0].Waerme_Oel;0
HeizkesselModul[0].Brennstoff;Gas
HeizkesselModul[0].Verbrauch;295.01
HeizkesselModul[0].Jahresnutzungsgrad;98
HeizkesselModul[0].carrier_id;63
HeizkesselModul[0].Waermeproduktion;289.11
HeizkesselModul[0].Hilfsenergie;0
Pufferspeicher[0].ID_Pufferspeicher;1054182
Pufferspeicher[0].Bezeichner;Puffer 3000Ltr
Pufferspeicher[0].Verwendung;Heizung
Pufferspeicher[0].Q_max;34.8
Pufferspeicher[0].Ladung_gesamt;149120.69
Pufferspeicher[0].Entladung_gesamt;148421.99
Pufferspeicher[0].Verluste_gesamt;698.31
Pufferspeicher[0].SOC_Ende;0.39
Pufferspeicher[0].SOC_Mittel;19.85
Pufferspeicher[0].SOC_Max;32.93
Pufferspeicher[0].Vollzyklen;4285.08
Pufferspeicher[0].Entladung_Heizung;148421.99
Pufferspeicher[0].Entladung_Brauchwasser;0
Pufferspeicher[0].Entladung_Prozess;0
Pufferspeicher[0].Durchsatz_Geladen;322577.49
Pufferspeicher[0].Durchsatz_Entladen;322577.49
Pufferspeicher[0].ID_Anlage;
Pufferspeicher[0].T_oben_Mittel;5.71
Pufferspeicher[0].T_oben_Min;0
Pufferspeicher[1].ID_Pufferspeicher;1054184
Pufferspeicher[1].Bezeichner;Stora B 1000-6 ER 1 B (2)
Pufferspeicher[1].Verwendung;Brauchwasser
Pufferspeicher[1].Q_max;11.19
Pufferspeicher[1].Ladung_gesamt;15684.83
Pufferspeicher[1].Entladung_gesamt;14820.49
Pufferspeicher[1].Verluste_gesamt;853.84
Pufferspeicher[1].SOC_Ende;10.5
Pufferspeicher[1].SOC_Mittel;7.74
Pufferspeicher[1].SOC_Max;10.5
Pufferspeicher[1].Vollzyklen;1401.18
Pufferspeicher[1].Entladung_Heizung;0
Pufferspeicher[1].Entladung_Brauchwasser;14820.49
Pufferspeicher[1].Entladung_Prozess;0
Pufferspeicher[1].Durchsatz_Geladen;462.39
Pufferspeicher[1].Durchsatz_Entladen;462.39
Pufferspeicher[1].ID_Anlage;
Pufferspeicher[1].T_oben_Mittel;61.92
Pufferspeicher[1].T_oben_Min;55
Vektor.waermebedarf.Summe;618020.443
Vektor.waermebedarf_gebaeude.Summe;597020443
Vektor.waermebedarf_brauchwasser.Summe;21000
Vektor.waermebedarf_prozess.Summe;0
Vektor.waermebedarf_extern.Summe;0
Vektor.waermebedarf_dauerlinie.Summe;161745.025
Vektor.stundentemperatur.Summe;86493.64
Vektor.raumtemperatur_0.Summe;172587.235
Vektor.operative_temperatur_0.Summe;166018.209
Vektor.raumtemperatur_1.Summe;174415.908
Vektor.operative_temperatur_1.Summe;165175.273
Vektor.raumtemperatur_2.Summe;182866.41
Vektor.operative_temperatur_2.Summe;181378.704
Vektor.restwaerme.Summe;131738.081
Vektor.strombedarf_viertelstunde.Summe;240000
Vektor.reststrom_viertelstunde.Summe;483722.5
Vektor.wp_waermebedarf.Summe;618020.443
Vektor.wp_produktion.Summe;198731.733
Vektor.wp_strom.Summe;60930.625
Vektor.heizstab.Summe;0
Vektor.wp_restwaerme.Summe;131738.081
Vektor.wp_quellentemperatur.Summe;86493.64
Vektor.wp_warmwasserbedarf.Summe;21000
Vektor.puffer_soc.Summe;173921.322
Vektor.puffer_ladung.Summe;149120.69
Vektor.puffer_entladung.Summe;148421.989
Vektor.kessel_waermebedarf.Summe;618020.443
Vektor.kessel_leistung.Summe;289113.668
Vektor.kessel_restwaerme.Summe;578786.17
Vektor.kessel_strom.Summe;0
